Country,Pillar,Sub-pillar,Source,Link,Availability
Norway,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Norway,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Norway,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,1
Norway,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Norway,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Svalbard and Jan Mayen Islands,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
Svalbard and Jan Mayen Islands,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Svalbard and Jan Mayen Islands,Business,Technology Adoption,Statista,https://www.statista.com,0
Svalbard and Jan Mayen Islands,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Svalbard and Jan Mayen Islands,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Svalbard and Jan Mayen Islands,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Svalbard and Jan Mayen Islands,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Svalbard and Jan Mayen Islands,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Svalbard and Jan Mayen Islands,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Svalbard and Jan Mayen Islands,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Svalbard and Jan Mayen Islands,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,0
Svalbard and Jan Mayen Islands,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Svalbard and Jan Mayen Islands,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Svalbard and Jan Mayen Islands,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Svalbard and Jan Mayen Islands,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
Svalbard and Jan Mayen Islands,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Svalbard and Jan Mayen Islands,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Svalbard and Jan Mayen Islands,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Sweden,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Sweden,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Sweden,Business,Technology Adoption,Statista,https://www.statista.com,0
Sweden,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,1
Sweden,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,1
Sweden,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,1
Sweden,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Sweden,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Sweden,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Sweden,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Sweden,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Sweden,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Sweden,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Sweden,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Sweden,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Sweden,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,1
Sweden,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Sweden,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
United Kingdom of Great Britain and Northern Ireland,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Technology Adoption,Statista,https://www.statista.com,0
United Kingdom of Great Britain and Northern Ireland,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
United Kingdom of Great Britain and Northern Ireland,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
United Kingdom of Great Britain and Northern Ireland,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
United Kingdom of Great Britain and Northern Ireland,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Albania,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Albania,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Albania,Business,Technology Adoption,Statista,https://www.statista.com,0
Albania,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Albania,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Albania,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Albania,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Albania,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Albania,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Albania,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Albania,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Albania,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Albania,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Albania,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Albania,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Albania,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Albania,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Albania,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Andorra,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
Andorra,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Andorra,Business,Technology Adoption,Statista,https://www.statista.com,0
Andorra,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Andorra,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Andorra,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Andorra,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Andorra,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Andorra,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Andorra,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Andorra,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,0
Andorra,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Andorra,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Andorra,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Andorra,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
Andorra,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Andorra,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Andorra,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Bosnia and Herzegovina,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Bosnia and Herzegovina,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Bosnia and Herzegovina,Business,Technology Adoption,Statista,https://www.statista.com,0
Bosnia and Herzegovina,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Bosnia and Herzegovina,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Bosnia and Herzegovina,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Bosnia and Herzegovina,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Bosnia and Herzegovina,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Bosnia and Herzegovina,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Bosnia and Herzegovina,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Bosnia and Herzegovina,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Bosnia and Herzegovina,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Bosnia and Herzegovina,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Bosnia and Herzegovina,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Bosnia and Herzegovina,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Bosnia and Herzegovina,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Bosnia and Herzegovina,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Bosnia and Herzegovina,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Croatia,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Croatia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Croatia,Business,Technology Adoption,Statista,https://www.statista.com,0
Croatia,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Croatia,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Croatia,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Croatia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Croatia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Croatia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Croatia,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Croatia,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Croatia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Croatia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Croatia,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Croatia,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Croatia,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Croatia,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Croatia,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Gibraltar,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
Gibraltar,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Gibraltar,Business,Technology Adoption,Statista,https://www.statista.com,0
Gibraltar,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Gibraltar,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Gibraltar,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Gibraltar,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Gibraltar,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Gibraltar,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Gibraltar,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Gibraltar,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,0
Gibraltar,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Gibraltar,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Gibraltar,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Gibraltar,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
Gibraltar,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Gibraltar,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Gibraltar,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Greece,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Greece,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Greece,Business,Technology Adoption,Statista,https://www.statista.com,0
Greece,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,1
Greece,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,1
Greece,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Greece,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Greece,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Greece,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Greece,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Greece,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Greece,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Greece,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Greece,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Greece,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Greece,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,1
Greece,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Greece,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Holy See,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
Holy See,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Holy See,Business,Technology Adoption,Statista,https://www.statista.com,0
Holy See,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Holy See,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Holy See,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Holy See,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Holy See,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Holy See,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,0
Holy See,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Holy See,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,0
Holy See,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Holy See,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Holy See,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Holy See,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
Holy See,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Holy See,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Holy See,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Italy,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Italy,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Italy,Business,Technology Adoption,Statista,https://www.statista.com,1
Italy,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,1
Italy,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,1
Italy,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,1
Italy,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Italy,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Italy,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Italy,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Italy,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Italy,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Italy,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Italy,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Italy,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Italy,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,1
Italy,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Italy,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Malta,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Malta,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Malta,Business,Technology Adoption,Statista,https://www.statista.com,0
Malta,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Malta,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Malta,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Malta,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Malta,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Malta,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Malta,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Malta,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Malta,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Malta,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Malta,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Malta,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Malta,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Malta,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Malta,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Montenegro,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Montenegro,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Montenegro,Business,Technology Adoption,Statista,https://www.statista.com,0
Montenegro,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Montenegro,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
Montenegro,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
Montenegro,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Montenegro,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Montenegro,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Montenegro,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Montenegro,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Montenegro,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Montenegro,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Montenegro,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Montenegro,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Montenegro,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
Montenegro,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Montenegro,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
North Macedonia,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,0
North Macedonia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
North Macedonia,Business,Technology Adoption,Statista,https://www.statista.com,0
North Macedonia,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
North Macedonia,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,0
North Macedonia,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,0
North Macedonia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
North Macedonia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
North Macedonia,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
North Macedonia,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
North Macedonia,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,0
North Macedonia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
North Macedonia,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
North Macedonia,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
North Macedonia,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,0
North Macedonia,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,0
North Macedonia,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
North Macedonia,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
Portugal,Business,Technology Adoption,UNCTAD:  Business-to-Consumer (B2C) E-commerce Index,https://unctad.org,1
Portugal,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Portugal,Business,Technology Adoption,Statista,https://www.statista.com,0
Portugal,Business,Technology Adoption,OECD: Going Digital Toolkit,http://goingdigital.oecd.org,0
Portugal,Business,Technology Adoption,OECD: ICT Access and Usage by Businesses,https://stats.oecd.org,1
Portugal,Business,Technology Adoption,OECD: Innovation Indicators,https://www.oecd.org/innovation/inno/inno-stats.htm,1
Portugal,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Portugal,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Portugal,Business,Technology Adoption,Portulans Institute: Network Readiness Index,https://networkreadinessindex.org,1
Portugal,Business,Financing Incentives,World Economic Forum: Global Competitiveness Index,http://reports.weforum.org,0
Portugal,Business,Startup Environment,World Bank: Doing Business,https://datacatalog.worldbank.org,1
Portugal,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Portugal,Business,Startup Environment,World Bank: World Development Indicators,https://datacatalog.worldbank.org,0
Portugal,Business,Startup Environment,World Bank: Doing Business rankings,https://datacatalog.worldbank.org,0
Portugal,Business,Startup Environment,World Bank: GovData,https://datacatalog.worldbank.org,1
Portugal,Business,Startup Environment,OECD: Venture capital investments ,https://stats.oecd.org,1
Portugal,Business,Startup Environment,Global Innovation Index/World Bank: Regulatory Quality,https://www.globalinnovationindex.org/analysis-indicator,0
Portugal,Business,Startup Environment,Global Innovation Index/World Bank: Ease of Getting Credit,https://www.globalinnovationindex.org/analysis-indicator,0
