Code,Country,Region,Sub-region,Income,Pillar,Sub-pillar,2020
gambia,Gambia,Africa,Sub-Saharan Africa,Low income,People,Usage and ownership,1.4
ghana,Ghana,Africa,Sub-Saharan Africa,Lower middle income,People,Usage and ownership,3.2
guinea,Guinea,Africa,Sub-Saharan Africa,Low income,People,Usage and ownership,5.3
guinea-bissau,Guinea-Bissau,Africa,Sub-Saharan Africa,Low income,People,Usage and ownership,1
liberia,Liberia,Africa,Sub-Saharan Africa,Low income,People,Usage and ownership,4.2
mali,Mali,Africa,Sub-Saharan Africa,Low income,People,Usage and ownership,3.7
mauritania,Mauritania,Africa,Sub-Saharan Africa,Lower middle income,People,Usage and ownership,3.9
niger,Niger,Africa,Sub-Saharan Africa,Low income,People,Usage and ownership,1.3
nigeria,Nigeria,Africa,Sub-Saharan Africa,Lower middle income,People,Usage and ownership,1.2
saint-helena,Saint Helena,Africa,Sub-Saharan Africa,,People,Usage and ownership,4.7
senegal,Senegal,Africa,Sub-Saharan Africa,Lower middle income,People,Usage and ownership,3.9
sierra-leone,Sierra Leone,Africa,Sub-Saharan Africa,Low income,People,Usage and ownership,4.4
togo,Togo,Africa,Sub-Saharan Africa,Low income,People,Usage and ownership,5.9
anguilla,Anguilla,Americas,Latin America and the Caribbean,,People,Usage and ownership,5.6
antigua-and-barbuda,Antigua and Barbuda,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,2.3
aruba,Aruba,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,2
bahamas,Bahamas,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,2
barbados,Barbados,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,5.3
british-virgin-islands,British Virgin Islands,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,1.8
cayman-islands,Cayman Islands,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,1.5
cuba,Cuba,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,6
curaçao,Curaçao,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,5.5
dominica,Dominica,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,1.3
dominican-republic,Dominican Republic,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,2.9
grenada,Grenada,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,2.7
guadeloupe,Guadeloupe,Americas,Latin America and the Caribbean,,People,Usage and ownership,4
haiti,Haiti,Americas,Latin America and the Caribbean,Low income,People,Usage and ownership,4.5
jamaica,Jamaica,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,4.5
martinique,Martinique,Americas,Latin America and the Caribbean,,People,Usage and ownership,2.3
montserrat,Montserrat,Americas,Latin America and the Caribbean,,People,Usage and ownership,5.9
puerto-rico,Puerto Rico,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,4.3
saint-barthélemy,Saint Barthélemy,Americas,Latin America and the Caribbean,,People,Usage and ownership,4.8
saint-kitts-and-nevis,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,5.9
saint-lucia,Saint Lucia,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,5.6
saint-martin-(french-part),Saint Martin (French Part),Americas,Latin America and the Caribbean,,People,Usage and ownership,5.2
saint-vincent-and-the-grenadines,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,5.4
sint-maarten-(dutch-part),Sint Maarten (Dutch part),Americas,Latin America and the Caribbean,High income,People,Usage and ownership,1.1
trinidad-and-tobago,Trinidad and Tobago,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,4.2
turks-and-caicos-islands,Turks and Caicos Islands,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,1.8
united-states-virgin-islands,United States Virgin Islands,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,4.2
belize,Belize,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,4.6
costa-rica,Costa Rica,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,4
el-salvador,El Salvador,Americas,Latin America and the Caribbean,Lower middle income,People,Usage and ownership,1.1
guatemala,Guatemala,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,2.7
honduras,Honduras,Americas,Latin America and the Caribbean,Lower middle income,People,Usage and ownership,2.7
mexico,Mexico,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,2.1
nicaragua,Nicaragua,Americas,Latin America and the Caribbean,Lower middle income,People,Usage and ownership,3.2
panama,Panama,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,2.7
argentina,Argentina,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,5.4
bolivia-(plurinational-state-of),Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Lower middle income,People,Usage and ownership,5.4
bouvet-island,Bouvet Island,Americas,Latin America and the Caribbean,,People,Usage and ownership,4.5
brazil,Brazil,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,1.1
chile,Chile,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,2.3
colombia,Colombia,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,3.7
ecuador,Ecuador,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,1.5
falkland-islands-(malvinas),Falkland Islands (Malvinas),Americas,Latin America and the Caribbean,,People,Usage and ownership,4.6
french-guiana,French Guiana,Americas,Latin America and the Caribbean,,People,Usage and ownership,5.4
guyana,Guyana,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,1.2
paraguay,Paraguay,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,3.3
peru,Peru,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,4.2
south-georgia-and-the-south-sandwich-islands,South Georgia and the South Sandwich Islands,Americas,Latin America and the Caribbean,,People,Usage and ownership,5.3
suriname,Suriname,Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,3.3
uruguay,Uruguay,Americas,Latin America and the Caribbean,High income,People,Usage and ownership,3.7
venezuela-(bolivarian-republic-of),Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Upper middle income,People,Usage and ownership,4.7
bermuda,Bermuda,Americas,Northern America,High income,People,Usage and ownership,5.5
canada,Canada,Americas,Northern America,High income,People,Usage and ownership,1.8
greenland,Greenland,Americas,Northern America,High income,People,Usage and ownership,5.9
saint-pierre-and-miquelon,Saint Pierre and Miquelon,Americas,Northern America,,People,Usage and ownership,3.4
united-states-of-america,United States of America,Americas,Northern America,High income,People,Usage and ownership,4.4
kazakhstan,Kazakhstan,Asia,Central Asia,Upper middle income,People,Usage and ownership,5.2
kyrgyzstan,Kyrgyzstan,Asia,Central Asia,Lower middle income,People,Usage and ownership,3.1
tajikistan,Tajikistan,Asia,Central Asia,Low income,People,Usage and ownership,4.6
turkmenistan,Turkmenistan,Asia,Central Asia,Upper middle income,People,Usage and ownership,2.8
uzbekistan,Uzbekistan,Asia,Central Asia,Lower middle income,People,Usage and ownership,1.9
china,China,Asia,Eastern Asia,Upper middle income,People,Usage and ownership,1.1
china,China,Asia,Eastern Asia,Upper middle income,People,Usage and ownership,4.7
china,China,Asia,Eastern Asia,Upper middle income,People,Usage and ownership,4.2
democratic-people's-republic-of-korea,Democratic People's Republic of Korea,Asia,Eastern Asia,Low income,People,Usage and ownership,4
japan,Japan,Asia,Eastern Asia,High income,People,Usage and ownership,1.5
mongolia,Mongolia,Asia,Eastern Asia,Lower middle income,People,Usage and ownership,2.9
republic-of-korea,Republic of Korea,Asia,Eastern Asia,High income,People,Usage and ownership,5
brunei-darussalam,Brunei Darussalam,Asia,South-eastern Asia,High income,People,Usage and ownership,4.2
cambodia,Cambodia,Asia,South-eastern Asia,Lower middle income,People,Usage and ownership,5.6
indonesia,Indonesia,Asia,South-eastern Asia,Upper middle income,People,Usage and ownership,1.9
lao-people's-democratic-republic,Lao People's Democratic Republic,Asia,South-eastern Asia,Lower middle income,People,Usage and ownership,1.1
malaysia,Malaysia,Asia,South-eastern Asia,Upper middle income,People,Usage and ownership,5.3
myanmar,Myanmar,Asia,South-eastern Asia,Lower middle income,People,Usage and ownership,3.6
philippines,Philippines,Asia,South-eastern Asia,Lower middle income,People,Usage and ownership,3
singapore,Singapore,Asia,South-eastern Asia,High income,People,Usage and ownership,1.6
thailand,Thailand,Asia,South-eastern Asia,Upper middle income,People,Usage and ownership,4
timor-leste,Timor-Leste,Asia,South-eastern Asia,Lower middle income,People,Usage and ownership,4.9
viet-nam,Viet Nam,Asia,South-eastern Asia,Lower middle income,People,Usage and ownership,1.4
afghanistan,Afghanistan,Asia,Southern Asia,Low income,People,Usage and ownership,4.6
bangladesh,Bangladesh,Asia,Southern Asia,Lower middle income,People,Usage and ownership,4.3
bhutan,Bhutan,Asia,Southern Asia,Lower middle income,People,Usage and ownership,2.8
india,India,Asia,Southern Asia,Lower middle income,People,Usage and ownership,5.6
iran-(islamic-republic-of),Iran (Islamic Republic of),Asia,Southern Asia,Upper middle income,People,Usage and ownership,4.4
maldives,Maldives,Asia,Southern Asia,Upper middle income,People,Usage and ownership,2
nepal,Nepal,Asia,Southern Asia,Lower middle income,People,Usage and ownership,5.1
pakistan,Pakistan,Asia,Southern Asia,Lower middle income,People,Usage and ownership,1.5
sri-lanka,Sri Lanka,Asia,Southern Asia,Lower middle income,People,Usage and ownership,3.3
armenia,Armenia,Asia,Western Asia,Upper middle income,People,Usage and ownership,2.4
azerbaijan,Azerbaijan,Asia,Western Asia,Upper middle income,People,Usage and ownership,2.4
bahrain,Bahrain,Asia,Western Asia,High income,People,Usage and ownership,3.9
cyprus,Cyprus,Asia,Western Asia,High income,People,Usage and ownership,1
georgia,Georgia,Asia,Western Asia,Upper middle income,People,Usage and ownership,1.8
iraq,Iraq,Asia,Western Asia,Upper middle income,People,Usage and ownership,1.5
israel,Israel,Asia,Western Asia,High income,People,Usage and ownership,1.2
jordan,Jordan,Asia,Western Asia,Upper middle income,People,Usage and ownership,1.9
kuwait,Kuwait,Asia,Western Asia,High income,People,Usage and ownership,4.8
lebanon,Lebanon,Asia,Western Asia,Upper middle income,People,Usage and ownership,4.4
oman,Oman,Asia,Western Asia,High income,People,Usage and ownership,4.2
qatar,Qatar,Asia,Western Asia,High income,People,Usage and ownership,3.5
saudi-arabia,Saudi Arabia,Asia,Western Asia,High income,People,Usage and ownership,3.7
state-of-palestine,State of Palestine,Asia,Western Asia,Lower middle income,People,Usage and ownership,1.1
syrian-arab-republic,Syrian Arab Republic,Asia,Western Asia,Low income,People,Usage and ownership,3.7
turkey,Turkey,Asia,Western Asia,Upper middle income,People,Usage and ownership,4.4
united-arab-emirates,United Arab Emirates,Asia,Western Asia,High income,People,Usage and ownership,2.7
yemen,Yemen,Asia,Western Asia,Low income,People,Usage and ownership,2.7
belarus,Belarus,Europe,Eastern Europe,Upper middle income,People,Usage and ownership,5.7
bulgaria,Bulgaria,Europe,Eastern Europe,Upper middle income,People,Usage and ownership,5.6
czechia,Czechia,Europe,Eastern Europe,High income,People,Usage and ownership,3.6
hungary,Hungary,Europe,Eastern Europe,High income,People,Usage and ownership,2.3
poland,Poland,Europe,Eastern Europe,High income,People,Usage and ownership,1.5
republic-of-moldova,Republic of Moldova,Europe,Eastern Europe,Lower middle income,People,Usage and ownership,4.9
romania,Romania,Europe,Eastern Europe,High income,People,Usage and ownership,2.1
russian-federation,Russian Federation,Europe,Eastern Europe,Upper middle income,People,Usage and ownership,1.4
slovakia,Slovakia,Europe,Eastern Europe,High income,People,Usage and ownership,1.8
ukraine,Ukraine,Europe,Eastern Europe,Lower middle income,People,Usage and ownership,2.5
åland-islands,Åland Islands,Europe,Northern Europe,,People,Usage and ownership,3.4
guernsey,Guernsey,Europe,Northern Europe,,People,Usage and ownership,2.9
jersey,Jersey,Europe,Northern Europe,,People,Usage and ownership,4.7
sark,Sark,Europe,Northern Europe,,People,Usage and ownership,4.6
denmark,Denmark,Europe,Northern Europe,High income,People,Usage and ownership,3.2
estonia,Estonia,Europe,Northern Europe,High income,People,Usage and ownership,5.8
faroe-islands,Faroe Islands,Europe,Northern Europe,High income,People,Usage and ownership,3.7
finland,Finland,Europe,Northern Europe,High income,People,Usage and ownership,5.1
iceland,Iceland,Europe,Northern Europe,High income,People,Usage and ownership,3.7
ireland,Ireland,Europe,Northern Europe,High income,People,Usage and ownership,5
isle-of-man,Isle of Man,Europe,Northern Europe,High income,People,Usage and ownership,3.2
latvia,Latvia,Europe,Northern Europe,High income,People,Usage and ownership,1.4
lithuania,Lithuania,Europe,Northern Europe,High income,People,Usage and ownership,5.1
norway,Norway,Europe,Northern Europe,High income,People,Usage and ownership,3.1
svalbard-and-jan-mayen-islands,Svalbard and Jan Mayen Islands,Europe,Northern Europe,,People,Usage and ownership,3.6
sweden,Sweden,Europe,Northern Europe,High income,People,Usage and ownership,5
united-kingdom-of-great-britain-and-northern-ireland,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,High income,People,Usage and ownership,3.2
albania,Albania,Europe,Southern Europe,Upper middle income,People,Usage and ownership,4.9
andorra,Andorra,Europe,Southern Europe,High income,People,Usage and ownership,3.5
bosnia-and-herzegovina,Bosnia and Herzegovina,Europe,Southern Europe,Upper middle income,People,Usage and ownership,2.4
croatia,Croatia,Europe,Southern Europe,High income,People,Usage and ownership,3.6
gibraltar,Gibraltar,Europe,Southern Europe,High income,People,Usage and ownership,5.4
greece,Greece,Europe,Southern Europe,High income,People,Usage and ownership,3.7
holy-see,Holy See,Europe,Southern Europe,,People,Usage and ownership,5.3
italy,Italy,Europe,Southern Europe,High income,People,Usage and ownership,4.3
malta,Malta,Europe,Southern Europe,High income,People,Usage and ownership,4.3
montenegro,Montenegro,Europe,Southern Europe,Upper middle income,People,Usage and ownership,3.7
north-macedonia,North Macedonia,Europe,Southern Europe,Upper middle income,People,Usage and ownership,4.1
portugal,Portugal,Europe,Southern Europe,High income,People,Usage and ownership,3
san-marino,San Marino,Europe,Southern Europe,High income,People,Usage and ownership,2
serbia,Serbia,Europe,Southern Europe,Upper middle income,People,Usage and ownership,4.2
slovenia,Slovenia,Europe,Southern Europe,High income,People,Usage and ownership,2.4
spain,Spain,Europe,Southern Europe,High income,People,Usage and ownership,4.5
austria,Austria,Europe,Western Europe,High income,People,Usage and ownership,3
belgium,Belgium,Europe,Western Europe,High income,People,Usage and ownership,2.3
france,France,Europe,Western Europe,High income,People,Usage and ownership,3.7
germany,Germany,Europe,Western Europe,High income,People,Usage and ownership,2.4
liechtenstein,Liechtenstein,Europe,Western Europe,High income,People,Usage and ownership,2.5
luxembourg,Luxembourg,Europe,Western Europe,High income,People,Usage and ownership,4.1
monaco,Monaco,Europe,Western Europe,High income,People,Usage and ownership,1.9
netherlands,Netherlands,Europe,Western Europe,High income,People,Usage and ownership,2.2
switzerland,Switzerland,Europe,Western Europe,High income,People,Usage and ownership,3.6
australia,Australia,Oceania,Australia and New Zealand,High income,People,Usage and ownership,5.4
christmas-island,Christmas Island,Oceania,Australia and New Zealand,,People,Usage and ownership,3.3
cocos-(keeling)-islands,Cocos (Keeling) Islands,Oceania,Australia and New Zealand,,People,Usage and ownership,4.9
heard-island-and-mcdonald-islands,Heard Island and McDonald Islands,Oceania,Australia and New Zealand,,People,Usage and ownership,5.2
new-zealand,New Zealand,Oceania,Australia and New Zealand,High income,People,Usage and ownership,6
norfolk-island,Norfolk Island,Oceania,Australia and New Zealand,,People,Usage and ownership,3.3
fiji,Fiji,Oceania,Melanesia,Upper middle income,People,Usage and ownership,4.9
new-caledonia,New Caledonia,Oceania,Melanesia,High income,People,Usage and ownership,3.1
papua-new-guinea,Papua New Guinea,Oceania,Melanesia,Lower middle income,People,Usage and ownership,2.8
solomon-islands,Solomon Islands,Oceania,Melanesia,Lower middle income,People,Usage and ownership,1.6
vanuatu,Vanuatu,Oceania,Melanesia,Lower middle income,People,Usage and ownership,3.6
guam,Guam,Oceania,Micronesia,High income,People,Usage and ownership,3.7
kiribati,Kiribati,Oceania,Micronesia,Lower middle income,People,Usage and ownership,5.5
marshall-islands,Marshall Islands,Oceania,Micronesia,Upper middle income,People,Usage and ownership,5.8
micronesia-(federated-states-of),Micronesia (Federated States of),Oceania,Micronesia,Lower middle income,People,Usage and ownership,2.2
nauru,Nauru,Oceania,Micronesia,High income,People,Usage and ownership,1.3
northern-mariana-islands,Northern Mariana Islands,Oceania,Micronesia,High income,People,Usage and ownership,1.1
palau,Palau,Oceania,Micronesia,High income,People,Usage and ownership,4.1
united-states-minor-outlying-islands,United States Minor Outlying Islands,Oceania,Micronesia,,People,Usage and ownership,4.6
american-samoa,American Samoa,Oceania,Polynesia,Upper middle income,People,Usage and ownership,5.4
cook-islands,Cook Islands,Oceania,Polynesia,,People,Usage and ownership,4.6
french-polynesia,French Polynesia,Oceania,Polynesia,High income,People,Usage and ownership,5.3
niue,Niue,Oceania,Polynesia,,People,Usage and ownership,3.9
pitcairn,Pitcairn,Oceania,Polynesia,,People,Usage and ownership,4.3
samoa,Samoa,Oceania,Polynesia,Upper middle income,People,Usage and ownership,1.7
tokelau,Tokelau,Oceania,Polynesia,,People,Usage and ownership,3.9
tonga,Tonga,Oceania,Polynesia,Upper middle income,People,Usage and ownership,2.4
tuvalu,Tuvalu,Oceania,Polynesia,Upper middle income,People,Usage and ownership,5.4
wallis-and-futuna-islands,Wallis and Futuna Islands,Oceania,Polynesia,,People,Usage and ownership,2.8
algeria,Algeria,Africa,Northern Africa,Lower middle income,Regulation,Total,4.2
egypt,Egypt,Africa,Northern Africa,Lower middle income,Regulation,Total,5.1
libya,Libya,Africa,Northern Africa,Upper middle income,Regulation,Total,4.7
morocco,Morocco,Africa,Northern Africa,Lower middle income,Regulation,Total,3.7
sudan,Sudan,Africa,Northern Africa,Low income,Regulation,Total,4.7
tunisia,Tunisia,Africa,Northern Africa,Lower middle income,Regulation,Total,1.7
western-sahara,Western Sahara,Africa,Northern Africa,,Regulation,Total,1.9
british-indian-ocean-territory,British Indian Ocean Territory,Africa,Sub-Saharan Africa,,Regulation,Total,3.2
burundi,Burundi,Africa,Sub-Saharan Africa,Low income,Regulation,Total,5.4
comoros,Comoros,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,2.3
djibouti,Djibouti,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,4.3
eritrea,Eritrea,Africa,Sub-Saharan Africa,Low income,Regulation,Total,1
ethiopia,Ethiopia,Africa,Sub-Saharan Africa,Low income,Regulation,Total,1.5
french-southern-territories,French Southern Territories,Africa,Sub-Saharan Africa,,Regulation,Total,1
kenya,Kenya,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,5.2
madagascar,Madagascar,Africa,Sub-Saharan Africa,Low income,Regulation,Total,3
malawi,Malawi,Africa,Sub-Saharan Africa,Low income,Regulation,Total,2.7
mauritius,Mauritius,Africa,Sub-Saharan Africa,High income,Regulation,Total,5.6
mayotte,Mayotte,Africa,Sub-Saharan Africa,,Regulation,Total,1.2
mozambique,Mozambique,Africa,Sub-Saharan Africa,Low income,Regulation,Total,1.2
réunion,Réunion,Africa,Sub-Saharan Africa,,Regulation,Total,1.2
rwanda,Rwanda,Africa,Sub-Saharan Africa,Low income,Regulation,Total,5
seychelles,Seychelles,Africa,Sub-Saharan Africa,High income,Regulation,Total,5.3
somalia,Somalia,Africa,Sub-Saharan Africa,Low income,Regulation,Total,2
south-sudan,South Sudan,Africa,Sub-Saharan Africa,Low income,Regulation,Total,5.2
uganda,Uganda,Africa,Sub-Saharan Africa,Low income,Regulation,Total,3.2
united-republic-of-tanzania,United Republic of Tanzania,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,3.6
zambia,Zambia,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,2.5
zimbabwe,Zimbabwe,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,4.3
angola,Angola,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,2.9
cameroon,Cameroon,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,1.1
central-african-republic,Central African Republic,Africa,Sub-Saharan Africa,Low income,Regulation,Total,6
chad,Chad,Africa,Sub-Saharan Africa,Low income,Regulation,Total,2
congo,Congo,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,4.3
democratic-republic-of-the-congo,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,Low income,Regulation,Total,3.7
equatorial-guinea,Equatorial Guinea,Africa,Sub-Saharan Africa,Upper middle income,Regulation,Total,5.9
gabon,Gabon,Africa,Sub-Saharan Africa,Upper middle income,Regulation,Total,3.1
sao-tome-and-principe,Sao Tome and Principe,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,2.8
botswana,Botswana,Africa,Sub-Saharan Africa,Upper middle income,Regulation,Total,1.8
eswatini,Eswatini,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,2.5
lesotho,Lesotho,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,1.8
namibia,Namibia,Africa,Sub-Saharan Africa,Upper middle income,Regulation,Total,1.9
south-africa,South Africa,Africa,Sub-Saharan Africa,Upper middle income,Regulation,Total,2.5
benin,Benin,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,4.8
burkina-faso,Burkina Faso,Africa,Sub-Saharan Africa,Low income,Regulation,Total,2.7
cabo-verde,Cabo Verde,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,2.7
côte-d’ivoire,Côte d’Ivoire,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,5.3
gambia,Gambia,Africa,Sub-Saharan Africa,Low income,Regulation,Total,3.9
ghana,Ghana,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,3.3
guinea,Guinea,Africa,Sub-Saharan Africa,Low income,Regulation,Total,4.1
guinea-bissau,Guinea-Bissau,Africa,Sub-Saharan Africa,Low income,Regulation,Total,2.5
liberia,Liberia,Africa,Sub-Saharan Africa,Low income,Regulation,Total,4.7
mali,Mali,Africa,Sub-Saharan Africa,Low income,Regulation,Total,1.8
mauritania,Mauritania,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,1.7
niger,Niger,Africa,Sub-Saharan Africa,Low income,Regulation,Total,3.3
nigeria,Nigeria,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,1.8
saint-helena,Saint Helena,Africa,Sub-Saharan Africa,,Regulation,Total,5.1
senegal,Senegal,Africa,Sub-Saharan Africa,Lower middle income,Regulation,Total,5.6
sierra-leone,Sierra Leone,Africa,Sub-Saharan Africa,Low income,Regulation,Total,1.9
togo,Togo,Africa,Sub-Saharan Africa,Low income,Regulation,Total,3.1
anguilla,Anguilla,Americas,Latin America and the Caribbean,,Regulation,Total,5.6
antigua-and-barbuda,Antigua and Barbuda,Americas,Latin America and the Caribbean,High income,Regulation,Total,3.9
aruba,Aruba,Americas,Latin America and the Caribbean,High income,Regulation,Total,2.6
bahamas,Bahamas,Americas,Latin America and the Caribbean,High income,Regulation,Total,3.2
barbados,Barbados,Americas,Latin America and the Caribbean,High income,Regulation,Total,5.6
british-virgin-islands,British Virgin Islands,Americas,Latin America and the Caribbean,High income,Regulation,Total,2.1
cayman-islands,Cayman Islands,Americas,Latin America and the Caribbean,High income,Regulation,Total,4
cuba,Cuba,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,3.4
curaçao,Curaçao,Americas,Latin America and the Caribbean,High income,Regulation,Total,3.5
dominica,Dominica,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,1.8
dominican-republic,Dominican Republic,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,1.3
grenada,Grenada,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,2.2
guadeloupe,Guadeloupe,Americas,Latin America and the Caribbean,,Regulation,Total,3.2
haiti,Haiti,Americas,Latin America and the Caribbean,Low income,Regulation,Total,3
jamaica,Jamaica,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,2.2
martinique,Martinique,Americas,Latin America and the Caribbean,,Regulation,Total,4.5
montserrat,Montserrat,Americas,Latin America and the Caribbean,,Regulation,Total,6
puerto-rico,Puerto Rico,Americas,Latin America and the Caribbean,High income,Regulation,Total,2.4
saint-barthélemy,Saint Barthélemy,Americas,Latin America and the Caribbean,,Regulation,Total,4.7
saint-kitts-and-nevis,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,High income,Regulation,Total,4.1
saint-lucia,Saint Lucia,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,5.8
saint-martin-(french-part),Saint Martin (French Part),Americas,Latin America and the Caribbean,,Regulation,Total,4.8
saint-vincent-and-the-grenadines,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,5
sint-maarten-(dutch-part),Sint Maarten (Dutch part),Americas,Latin America and the Caribbean,High income,Regulation,Total,3.9
trinidad-and-tobago,Trinidad and Tobago,Americas,Latin America and the Caribbean,High income,Regulation,Total,2.6
turks-and-caicos-islands,Turks and Caicos Islands,Americas,Latin America and the Caribbean,High income,Regulation,Total,5.7
united-states-virgin-islands,United States Virgin Islands,Americas,Latin America and the Caribbean,High income,Regulation,Total,5.5
belize,Belize,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,4.3
costa-rica,Costa Rica,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,4.2
el-salvador,El Salvador,Americas,Latin America and the Caribbean,Lower middle income,Regulation,Total,4
guatemala,Guatemala,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,4.2
honduras,Honduras,Americas,Latin America and the Caribbean,Lower middle income,Regulation,Total,2.4
mexico,Mexico,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,1.9
nicaragua,Nicaragua,Americas,Latin America and the Caribbean,Lower middle income,Regulation,Total,5.6
panama,Panama,Americas,Latin America and the Caribbean,High income,Regulation,Total,1.7
argentina,Argentina,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,4.1
bolivia-(plurinational-state-of),Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Lower middle income,Regulation,Total,3.6
bouvet-island,Bouvet Island,Americas,Latin America and the Caribbean,,Regulation,Total,4.8
brazil,Brazil,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,3.2
chile,Chile,Americas,Latin America and the Caribbean,High income,Regulation,Total,1.4
colombia,Colombia,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,3.9
ecuador,Ecuador,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,3.8
falkland-islands-(malvinas),Falkland Islands (Malvinas),Americas,Latin America and the Caribbean,,Regulation,Total,4.5
french-guiana,French Guiana,Americas,Latin America and the Caribbean,,Regulation,Total,2.9
guyana,Guyana,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,1.2
paraguay,Paraguay,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,1.1
peru,Peru,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,5.8
south-georgia-and-the-south-sandwich-islands,South Georgia and the South Sandwich Islands,Americas,Latin America and the Caribbean,,Regulation,Total,4.3
suriname,Suriname,Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,1
uruguay,Uruguay,Americas,Latin America and the Caribbean,High income,Regulation,Total,2.2
venezuela-(bolivarian-republic-of),Venezuela (Bolivarian Republic of),Americas,Latin America and the Caribbean,Upper middle income,Regulation,Total,3.9
bermuda,Bermuda,Americas,Northern America,High income,Regulation,Total,2.5
canada,Canada,Americas,Northern America,High income,Regulation,Total,1.5
greenland,Greenland,Americas,Northern America,High income,Regulation,Total,2.6
saint-pierre-and-miquelon,Saint Pierre and Miquelon,Americas,Northern America,,Regulation,Total,5.8
