,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar,Unnamed: 0
27,Mauritius,2019.0,Mobile Device Penetration,78.14050826,4.899211362174,True,Usage and ownership,
28,Mozambique,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
29,Namibia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
30,Niger,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
31,Nigeria,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
32,Rwanda,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
33,Sao Tome and Principe,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
34,Senegal,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
35,Seychelles,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
36,Sierra Leone,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
37,South Africa,2019.0,Mobile Device Penetration,78.1423735,4.899304437650001,True,Usage and ownership,
38,South Sudan,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
39,Tanzania,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
40,Togo,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
41,Uganda,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
42,Zambia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
43,Zimbabwe,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
44,Algeria,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
45,Bahrain,2019.0,Mobile Device Penetration,100.0,5.99,True,Usage and ownership,
46,Comoros,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
47,Djibouti,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
48,Egypt,2019.0,Mobile Device Penetration,99.10461868,5.945320472132,True,Usage and ownership,
49,Jordan,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
50,Kuwait,2019.0,Mobile Device Penetration,99.21770233,5.950963346267,True,Usage and ownership,
51,Lebanon,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
52,Libya,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
53,Mauritania,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
54,Morocco,2019.0,Mobile Device Penetration,94.13195202,5.697184405798001,True,Usage and ownership,
55,Oman,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
56,Palestine,2019.0,Mobile Device Penetration,74.90196982,4.737608294018001,True,Usage and ownership,
57,Qatar,2019.0,Mobile Device Penetration,99.62954505,5.971514297995,True,Usage and ownership,
58,Saudi Arabia,2019.0,Mobile Device Penetration,96.86577188,5.833602016812,True,Usage and ownership,
59,Somalia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
60,Sudan,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
61,Syrian Arab Republic,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
62,Tunisia,2019.0,Mobile Device Penetration,80.00341753,4.992170534747,True,Usage and ownership,
63,United Arab Emirates,2019.0,Mobile Device Penetration,99.89000004,5.984511001996,True,Usage and ownership,
64,Yemen,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
65,Afghanistan,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
66,Australia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
67,Bangladesh,2019.0,Mobile Device Penetration,71.4,4.562860000000001,True,Usage and ownership,
68,Bhutan,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
69,Brunei Darussalam,2019.0,Mobile Device Penetration,94.0,5.6906,True,Usage and ownership,
70,Cambodia,2019.0,Mobile Device Penetration,93.406198,5.660969280200001,True,Usage and ownership,
71,China,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
72,Dem. People's Rep. of Korea,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
73,Fiji,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
74,"Hong Kong, China",2019.0,Mobile Device Penetration,97.06445633,5.843516370867,True,Usage and ownership,
75,India,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
76,Indonesia,2019.0,Mobile Device Penetration,63.53257109,4.170275297390999,True,Usage and ownership,
77,Iran (Islamic Republic of),2019.0,Mobile Device Penetration,69.85233896,4.4856317141040005,True,Usage and ownership,
78,Japan,2019.0,Mobile Device Penetration,92.14334941,5.597953135559,True,Usage and ownership,
79,Kiribati,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
80,Korea (Rep. of),2019.0,Mobile Device Penetration,96.14358072,5.797564677928,True,Usage and ownership,
81,Lao P.D.R.,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
82,"Macao, China",2019.0,Mobile Device Penetration,90.02653348,5.492324020652,True,Usage and ownership,
83,Malaysia,2019.0,Mobile Device Penetration,95.66908275,5.773887229225,True,Usage and ownership,
84,Maldives,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
85,Marshall Islands,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
86,Micronesia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
87,Mongolia,2019.0,Mobile Device Penetration,94.16998138,5.699082070862,True,Usage and ownership,
88,Myanmar,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
89,Nauru,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
90,Nepal (Republic of),2019.0,Mobile Device Penetration,,,True,Usage and ownership,
91,New Zealand,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
92,Pakistan,2019.0,Mobile Device Penetration,45.29656061,3.2602983744390004,True,Usage and ownership,
93,Papua New Guinea,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
94,Philippines,2019.0,Mobile Device Penetration,78.66102488,4.925185141512,True,Usage and ownership,
95,Samoa,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
96,Singapore,2019.0,Mobile Device Penetration,88.32085722,5.407210775278,True,Usage and ownership,
97,Solomon Islands,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
98,Sri Lanka,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
99,Thailand,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
100,Timor-Leste,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
101,Tonga,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
102,Tuvalu,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
103,Vanuatu,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
104,Viet Nam,2019.0,Mobile Device Penetration,77.49999971,4.867249985529,True,Usage and ownership,
105,Armenia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
106,Azerbaijan,2019.0,Mobile Device Penetration,83.50000289,5.166650144211001,True,Usage and ownership,
107,Belarus,2019.0,Mobile Device Penetration,95.2614588,5.75354679412,True,Usage and ownership,
108,Kazakhstan,2019.0,Mobile Device Penetration,88.12096386,5.397236096614,True,Usage and ownership,
109,Kyrgyzstan,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
110,Russian Federation,2019.0,Mobile Device Penetration,96.96944584,5.838775347416001,True,Usage and ownership,
111,Tajikistan,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
112,Turkmenistan,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
113,Uzbekistan,2019.0,Mobile Device Penetration,69.80000068,4.483020033932,True,Usage and ownership,
114,Albania,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
115,Andorra,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
116,Austria,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
117,Belgium,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
118,Bosnia and Herzegovina,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
119,Bulgaria,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
120,Croatia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
121,Cyprus,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
122,Czech Republic,2019.0,Mobile Device Penetration,96.85865461,5.833246865039,True,Usage and ownership,
123,Denmark,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
124,Estonia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
125,Finland,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
126,France,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
127,Georgia,2019.0,Mobile Device Penetration,89.59826856,5.470953601144,True,Usage and ownership,
128,Germany,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
129,Greece,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
130,Hungary,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
131,Iceland,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
132,Ireland,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
133,Israel,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
134,Italy,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
135,Latvia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
136,Liechtenstein,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
137,Lithuania,2019.0,Mobile Device Penetration,95.70315275,5.775587322225,True,Usage and ownership,
138,Luxembourg,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
139,Malta,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
140,Moldova,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
141,Monaco,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
142,Montenegro,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
143,Netherlands,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
144,North Macedonia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
145,Norway,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
146,Poland,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
147,Portugal,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
148,Romania,2019.0,Mobile Device Penetration,96.1807769,5.79942076731,True,Usage and ownership,
149,San Marino,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
150,Serbia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
151,Slovakia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
152,Slovenia,2019.0,Mobile Device Penetration,97.25039495,5.852794708005,True,Usage and ownership,
153,Spain,2019.0,Mobile Device Penetration,96.92442149,5.836528632351,True,Usage and ownership,
154,Sweden,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
155,Switzerland,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
156,Turkey,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
157,Ukraine,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
158,United Kingdom,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
159,Vatican,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
160,Antigua and Barbuda,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
161,Argentina,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
162,Bahamas,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
163,Barbados,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
164,Belize,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
165,Bolivia (Plurinational State of),2019.0,Mobile Device Penetration,,,True,Usage and ownership,
166,Brazil,2019.0,Mobile Device Penetration,84.51941249,5.217518683251,True,Usage and ownership,
167,Canada,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
168,Chile,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
169,Colombia,2019.0,Mobile Device Penetration,73.05917364,4.645652764636,True,Usage and ownership,
170,Costa Rica,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
171,Cuba,2019.0,Mobile Device Penetration,54.95194367,3.742101989133,True,Usage and ownership,
172,Dominica,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
173,Dominican Rep.,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
174,Ecuador,2019.0,Mobile Device Penetration,59.90969492,3.989493776508,True,Usage and ownership,
175,El Salvador,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
176,Grenada,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
177,Guatemala,2019.0,Mobile Device Penetration,60.2557519,4.00676201981,True,Usage and ownership,
178,Guyana,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
179,Haiti,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
180,Honduras,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
181,Jamaica,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
182,Mexico,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
183,Nicaragua,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
184,Panama,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
185,Paraguay,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
186,Peru,2019.0,Mobile Device Penetration,81.7129649,5.07747694851,True,Usage and ownership,
187,Saint Kitts and Nevis,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
188,Saint Lucia,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
189,Saint Vincent and the Grenadines,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
190,Suriname,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
191,Trinidad and Tobago,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
192,United States,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
193,Uruguay,2019.0,Mobile Device Penetration,83.28223329,5.155783441171,True,Usage and ownership,
194,Venezuela,2019.0,Mobile Device Penetration,,,True,Usage and ownership,
0,Afghanistan,2019.0,Number of mobile apps available in national language(s),3.0,1.1497,True,Culture,
1,Angola,2019.0,Number of mobile apps available in national language(s),57.97850037,3.893127168463,True,Culture,
2,Albania,2019.0,Number of mobile apps available in national language(s),67.28644562,4.357593636438,True,Culture,
3,United Arab Emirates,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
4,Argentina,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
5,Armenia,2019.0,Number of mobile apps available in national language(s),12.54147625,1.625819664875,True,Culture,
6,Australia,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
7,Austria,2019.0,Number of mobile apps available in national language(s),89.19731903,5.450946219597,True,Culture,
8,Azerbaijan,2019.0,Number of mobile apps available in national language(s),25.40082932,2.267501383068,True,Culture,
9,Burundi,2019.0,Number of mobile apps available in national language(s),6.738045216,1.3362284562784,True,Culture,
10,Belgium,2019.0,Number of mobile apps available in national language(s),84.22556305,5.2028555961950005,True,Culture,
11,Benin,2019.0,Number of mobile apps available in national language(s),29.47894669,2.470999439831,True,Culture,
12,Burkina Faso,2019.0,Number of mobile apps available in national language(s),18.52962303,1.924628189197,True,Culture,
13,Bangladesh,2019.0,Number of mobile apps available in national language(s),50.59863281,3.524871777219,True,Culture,
14,Bulgaria,2019.0,Number of mobile apps available in national language(s),60.42394638,4.015154924362,True,Culture,
15,Bahrain,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
16,Bahamas,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
17,Bosnia and Herzegovina,2019.0,Number of mobile apps available in national language(s),63.07118607,4.147252184893,True,Culture,
18,Belarus,2019.0,Number of mobile apps available in national language(s),61.59344482,4.073512896518,True,Culture,
19,Belize,2019.0,Number of mobile apps available in national language(s),70.0,4.493,True,Culture,
20,Bolivia,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
21,Brazil,2019.0,Number of mobile apps available in national language(s),82.82642365,5.133038540135,True,Culture,
22,Barbados,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
23,Brunei Darussalam,2019.0,Number of mobile apps available in national language(s),68.39606476,4.412963631524001,True,Culture,
24,Bhutan,2019.0,Number of mobile apps available in national language(s),41.66331482,3.078999409518,True,Culture,
25,Botswana,2019.0,Number of mobile apps available in national language(s),31.0,2.5469,True,Culture,
26,Central African Republic,2019.0,Number of mobile apps available in national language(s),24.42541313,2.218828115187,True,Culture,
27,Canada,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
28,Switzerland,2019.0,Number of mobile apps available in national language(s),89.19731903,5.450946219597,True,Culture,
29,Chile,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
30,China,2019.0,Number of mobile apps available in national language(s),83.28157806,5.155750745194,True,Culture,
31,Cote d'Ivoire,2019.0,Number of mobile apps available in national language(s),48.00857162,3.395627723838,True,Culture,
32,Cameroon,2019.0,Number of mobile apps available in national language(s),48.00857162,3.395627723838,True,Culture,
33,"Congo, Democratic Republic",2019.0,Number of mobile apps available in national language(s),39.58601379,2.975342088121,True,Culture,
34,Congo,2019.0,Number of mobile apps available in national language(s),48.85082626,3.437656230374,True,Culture,
35,Colombia,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
36,Comoros,2019.0,Number of mobile apps available in national language(s),21.05639076,2.050713898924,True,Culture,
37,Cabo Verde,2019.0,Number of mobile apps available in national language(s),82.82642365,5.133038540135,True,Culture,
38,Costa Rica,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
39,Cyprus,2019.0,Number of mobile apps available in national language(s),79.44245911,4.964178709589,True,Culture,
40,Czechia,2019.0,Number of mobile apps available in national language(s),75.74287415,4.779569420085,True,Culture,
41,Germany,2019.0,Number of mobile apps available in national language(s),89.19731903,5.450946219597,True,Culture,
42,Denmark,2019.0,Number of mobile apps available in national language(s),86.0,5.2914,True,Culture,
43,Dominican Republic,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
44,Algeria,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
45,Ecuador,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
46,Egypt,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
47,Spain,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
48,Estonia,2019.0,Number of mobile apps available in national language(s),57.87675858,3.888050253142,True,Culture,
49,Ethiopia,2019.0,Number of mobile apps available in national language(s),47.77334976,3.383890153024,True,Culture,
50,Finland,2019.0,Number of mobile apps available in national language(s),74.6200943,4.723542705570001,True,Culture,
51,Fiji,2019.0,Number of mobile apps available in national language(s),28.70896149,2.432577178351,True,Culture,
52,France,2019.0,Number of mobile apps available in national language(s),84.22556305,5.2028555961950005,True,Culture,
53,Gabon,2019.0,Number of mobile apps available in national language(s),51.37759399,3.5637419401010004,True,Culture,
54,United Kingdom,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
55,Georgia,2019.0,Number of mobile apps available in national language(s),15.13085079,1.755029454421,True,Culture,
56,Ghana,2019.0,Number of mobile apps available in national language(s),67.0,4.343300000000001,True,Culture,
57,Guinea,2019.0,Number of mobile apps available in national language(s),20.21413422,2.008685297578,True,Culture,
58,Gambia,2019.0,Number of mobile apps available in national language(s),3.0,1.1497,True,Culture,
59,Guinea-Bissau,2019.0,Number of mobile apps available in national language(s),12.63383484,1.630428358516,True,Culture,
60,Greece,2019.0,Number of mobile apps available in national language(s),74.80780792,4.732909615208,True,Culture,
61,Guatemala,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
62,Guyana,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
63,Hong Kong,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
64,Honduras,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
65,Croatia,2019.0,Number of mobile apps available in national language(s),63.07118607,4.147252184893,True,Culture,
66,Haiti,2019.0,Number of mobile apps available in national language(s),35.37473679,2.765199365821,True,Culture,
67,Hungary,2019.0,Number of mobile apps available in national language(s),73.67630768,4.676447753232,True,Culture,
68,Indonesia,2019.0,Number of mobile apps available in national language(s),77.22904968,4.8537295790320005,True,Culture,
69,India,2019.0,Number of mobile apps available in national language(s),63.79768753,4.183504607747,True,Culture,
70,Ireland,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
71,Iran,2019.0,Number of mobile apps available in national language(s),51.99692154,3.594646384846,True,Culture,
72,Iraq,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
73,Iceland,2019.0,Number of mobile apps available in national language(s),83.0,5.1417,True,Culture,
74,Israel,2019.0,Number of mobile apps available in national language(s),85.0,5.2415,True,Culture,
75,Italy,2019.0,Number of mobile apps available in national language(s),82.42402649,5.112958921851001,True,Culture,
76,Jamaica,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
77,Jordan,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
78,Japan,2019.0,Number of mobile apps available in national language(s),88.71601868,5.4269293321320005,True,Culture,
79,Kazakhstan,2019.0,Number of mobile apps available in national language(s),48.63835526,3.427053927474,True,Culture,
80,Kenya,2019.0,Number of mobile apps available in national language(s),53.39334106,3.664327718894,True,Culture,
81,Kyrgyzstan,2019.0,Number of mobile apps available in national language(s),19.09403038,1.952792115962,True,Culture,
82,Cambodia,2019.0,Number of mobile apps available in national language(s),21.0,2.0479000000000003,True,Culture,
83,"Korea, South",2019.0,Number of mobile apps available in national language(s),80.59185028,5.0215333289720006,True,Culture,
84,Kuwait,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
85,Laos,2019.0,Number of mobile apps available in national language(s),41.69829178,3.080744759822,True,Culture,
86,Lebanon,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
87,Liberia,2019.0,Number of mobile apps available in national language(s),58.0,3.8942,True,Culture,
88,Libya,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
89,Saint Lucia,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
90,Sri Lanka,2019.0,Number of mobile apps available in national language(s),47.5030098,3.37040018902,True,Culture,
91,Lesotho,2019.0,Number of mobile apps available in national language(s),23.0,2.1477000000000004,True,Culture,
92,Lithuania,2019.0,Number of mobile apps available in national language(s),58.82081985,3.935158910515,True,Culture,
93,Luxembourg,2019.0,Number of mobile apps available in national language(s),89.19731903,5.450946219597,True,Culture,
94,Latvia,2019.0,Number of mobile apps available in national language(s),57.93360901,3.890887089599,True,Culture,
95,Morocco,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
96,Moldova,2019.0,Number of mobile apps available in national language(s),73.765625,4.6809046875,True,Culture,
97,Madagascar,2019.0,Number of mobile apps available in national language(s),16.84511185,1.840571081315,True,Culture,
98,Maldives,2019.0,Number of mobile apps available in national language(s),41.66331482,3.078999409518,True,Culture,
99,Mexico,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
100,North Macedonia,2019.0,Number of mobile apps available in national language(s),16.56796837,1.826741621663,True,Culture,
101,Mali,2019.0,Number of mobile apps available in national language(s),14.31834507,1.714485418993,True,Culture,
102,Malta,2019.0,Number of mobile apps available in national language(s),82.0,5.0918,True,Culture,
103,Myanmar,2019.0,Number of mobile apps available in national language(s),63.61502457,4.1743897260430005,True,Culture,
104,Montenegro,2019.0,Number of mobile apps available in national language(s),63.07118607,4.147252184893,True,Culture,
105,Mongolia,2019.0,Number of mobile apps available in national language(s),19.76397514,1.986222359486,True,Culture,
106,Mozambique,2019.0,Number of mobile apps available in national language(s),35.61536407,2.777206667093,True,Culture,
107,Mauritania,2019.0,Number of mobile apps available in national language(s),37.65764999,2.8791167345010003,True,Culture,
108,Mauritius,2019.0,Number of mobile apps available in national language(s),61.48465729,4.068084398771,True,Culture,
109,Malawi,2019.0,Number of mobile apps available in national language(s),4.0,1.1996,True,Culture,
110,Malaysia,2019.0,Number of mobile apps available in national language(s),68.39606476,4.412963631524001,True,Culture,
111,Namibia,2019.0,Number of mobile apps available in national language(s),13.0,1.6487,True,Culture,
112,Niger,2019.0,Number of mobile apps available in national language(s),10.94932365,1.546371250135,True,Culture,
113,Nigeria,2019.0,Number of mobile apps available in national language(s),52.99999619,3.644699809881,True,Culture,
114,Nicaragua,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
115,Netherlands,2019.0,Number of mobile apps available in national language(s),80.00702667,4.992350630833,True,Culture,
116,Norway,2019.0,Number of mobile apps available in national language(s),77.0,4.8423,True,Culture,
117,Nepal,2019.0,Number of mobile apps available in national language(s),26.0,2.2974,True,Culture,
118,New Zealand,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
119,Oman,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
120,Pakistan,2019.0,Number of mobile apps available in national language(s),48.7469368,3.4324721463200003,True,Culture,
121,Panama,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
122,Peru,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
123,Philippines,2019.0,Number of mobile apps available in national language(s),57.0,3.8443,True,Culture,
124,Papua New Guinea,2019.0,Number of mobile apps available in national language(s),76.0,4.792400000000001,True,Culture,
125,Poland,2019.0,Number of mobile apps available in national language(s),77.55671692,4.870080174308001,True,Culture,
126,Portugal,2019.0,Number of mobile apps available in national language(s),82.82642365,5.133038540135,True,Culture,
127,Paraguay,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
128,Qatar,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
129,Romania,2019.0,Number of mobile apps available in national language(s),73.765625,4.6809046875,True,Culture,
130,Russian Federation,2019.0,Number of mobile apps available in national language(s),82.12459564,5.098017322436,True,Culture,
131,Rwanda,2019.0,Number of mobile apps available in national language(s),28.0,2.3972,True,Culture,
132,Saudi Arabia,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
133,Sudan,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
134,Senegal,2019.0,Number of mobile apps available in national language(s),24.42541313,2.218828115187,True,Culture,
135,Singapore,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
136,Solomon Islands,2019.0,Number of mobile apps available in national language(s),46.0,3.2954000000000003,True,Culture,
137,Sierra Leone,2019.0,Number of mobile apps available in national language(s),70.0,4.493,True,Culture,
138,El Salvador,2019.0,Number of mobile apps available in national language(s),89.72428894,5.477242018106,True,Culture,
139,Serbia,2019.0,Number of mobile apps available in national language(s),63.07118607,4.147252184893,True,Culture,
140,South Sudan,2019.0,Number of mobile apps available in national language(s),3.0,1.1497,True,Culture,
141,Suriname,2019.0,Number of mobile apps available in national language(s),40.00351334,2.996175315666,True,Culture,
142,Slovakia,2019.0,Number of mobile apps available in national language(s),67.99560547,4.392980712953,True,Culture,
143,Slovenia,2019.0,Number of mobile apps available in national language(s),59.51561737,3.9698293067630006,True,Culture,
144,Sweden,2019.0,Number of mobile apps available in national language(s),82.0,5.0918,True,Culture,
145,Eswatini,2019.0,Number of mobile apps available in national language(s),5.0,1.2495,True,Culture,
146,Chad,2019.0,Number of mobile apps available in national language(s),10.94932365,1.546371250135,True,Culture,
147,Togo,2019.0,Number of mobile apps available in national language(s),32.84796906,2.639113656094,True,Culture,
148,Thailand,2019.0,Number of mobile apps available in national language(s),70.58982849,4.522432441651,True,Culture,
149,Tajikistan,2019.0,Number of mobile apps available in national language(s),26.13619614,2.304196187386,True,Culture,
150,Timor-Leste,2019.0,Number of mobile apps available in national language(s),3.0,1.1497,True,Culture,
151,Tonga,2019.0,Number of mobile apps available in national language(s),30.00000191,2.497000095309,True,Culture,
152,Trinidad and Tobago,2019.0,Number of mobile apps available in national language(s),100.0,5.99,True,Culture,
153,Tunisia,2019.0,Number of mobile apps available in national language(s),78.45343781,4.914826546719,True,Culture,
