Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Niger,NER,Rule of Law: Percentile Rank,RL.PER.RNK,28.21782,32.17822,36.63366,32.53588,30.14354,33.49282,33.01435,29.32692,39.33649,38.38863,43.66197,32.39437,31.92488,30.76923,32.69231
Niger,NER,Rule of Law: Number of Sources,RL.NO.SRC,7,9,9,10,10,12,12,12,13,13,14,14,15,14,14
Nigeria,NGA,Rule of Law: Estimate,RL.EST,-1.098872,-1.40923,-1.427206,-1.406775,-1.353806,-1.071911,-1.065673,-1.038765,-1.153015,-1.157995,-1.18154,-1.146282,-1.11368,-1.049235,-0.9616228
Nigeria,NGA,Rule of Law: Percentile Rank,RL.PER.RNK,15.34653,6.435644,5.445545,6.698565,8.133971,13.8756,13.39713,14.90385,11.84834,12.32228,12.67606,10.32864,12.20657,13.46154,15.86539
Nigeria,NGA,Rule of Law: Number of Sources,RL.NO.SRC,10,12,13,14,14,17,17,17,17,17,18,18,18,16,16
Niue,NIU,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,-0.7772179,-0.7357752,-0.7358854,-0.7848404,-0.7874305,..,..
Niue,NIU,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,25.11848,27.96209,27.23005,25.8216,24.88263,..,..
Niue,NIU,Rule of Law: Number of Sources,RL.NO.SRC,..,..,..,..,..,..,..,..,1,1,1,1,1,..,..
Norway,NOR,Rule of Law: Estimate,RL.EST,1.861058,1.882416,1.920774,1.983259,1.924565,1.979785,1.946529,1.970247,1.881072,1.897269,1.873944,1.958513,1.98001,2.029048,2.011147
Norway,NOR,Rule of Law: Percentile Rank,RL.PER.RNK,99.0099,97.0297,97.52475,100,98.56459,99.52153,99.04306,100,98.10426,98.5782,98.12206,100,100,99.03846,98.55769
Norway,NOR,Rule of Law: Number of Sources,RL.NO.SRC,8,9,9,9,9,11,11,11,11,11,12,12,12,11,11
Oman,OMN,Rule of Law: Estimate,RL.EST,0.5580621,0.4719367,0.491311,0.5226349,0.3148483,0.2947118,0.4123771,0.5937881,0.5552685,0.5427212,0.4679742,0.5239685,0.4920177,0.4858075,0.3768862
Oman,OMN,Rule of Law: Percentile Rank,RL.PER.RNK,67.32674,66.33663,65.84158,66.50718,59.80861,60.28708,61.72249,69.23077,65.87678,65.87678,63.84977,66.19718,65.7277,69.71154,65.86539
Oman,OMN,Rule of Law: Number of Sources,RL.NO.SRC,6,7,6,7,8,8,9,9,10,10,10,10,10,9,9
Pakistan,PAK,Rule of Law: Estimate,RL.EST,-0.9287443,-0.7777725,-0.7742094,-0.8769779,-0.8904083,-0.8564096,-0.8870074,-0.968671,-0.8310665,-0.7387198,-0.901871,-0.8842213,-0.8568158,-0.7603385,-0.7666656
Pakistan,PAK,Rule of Law: Percentile Rank,RL.PER.RNK,21.78218,26.23762,25.74257,19.61723,22.00957,22.96651,21.05263,17.78846,21.80095,27.48815,19.71831,21.12676,22.06573,25,24.51923
Pakistan,PAK,Rule of Law: Number of Sources,RL.NO.SRC,9,10,12,13,13,16,16,16,16,16,17,17,16,14,14
Palau,PLW,Rule of Law: Estimate,RL.EST,0.8622218,0.8586732,0.8622284,0.8400118,0.7861269,0.9949803,0.8900374,0.7794548,0.8114331,0.7541063,0.8949782,0.9038076,0.903464,0.2755927,0.2446688
Palau,PLW,Rule of Law: Percentile Rank,RL.PER.RNK,79.20792,77.22772,78.21782,75.11961,74.64115,82.29665,79.42583,73.07692,73.45972,71.56398,77.46479,76.99531,77.93427,65.38461,63.46154
Palau,PLW,Rule of Law: Number of Sources,RL.NO.SRC,1,1,1,1,1,1,1,3,3,3,3,3,3,2,2
Panama,PAN,Rule of Law: Estimate,RL.EST,-0.1518281,-0.0617797,-0.1098019,-0.1034641,-0.0887597,-0.1327938,-0.1498149,-0.1745903,-0.0882209,-0.0738092,0.0187637,-0.191678,-0.2160364,-0.0595249,-0.1063532
Panama,PAN,Rule of Law: Percentile Rank,RL.PER.RNK,47.0297,50.9901,49.0099,50.23923,50.7177,50.23923,50.7177,50.48077,53.5545,52.60664,55.86855,49.76526,47.88733,55.28846,53.84615
Panama,PAN,Rule of Law: Number of Sources,RL.NO.SRC,9,9,11,13,13,14,14,14,15,15,15,16,16,14,14
Papua New Guinea,PNG,Rule of Law: Estimate,RL.EST,-0.8443933,-0.9390848,-1.138458,-0.8992642,-1.003712,-0.8270267,-0.8580712,-0.9159881,-0.8916238,-0.9091732,-0.805612,-0.8362672,-0.9475358,-0.801756,-0.8692891
Papua New Guinea,PNG,Rule of Law: Percentile Rank,RL.PER.RNK,26.23762,18.81188,13.36634,18.18182,16.74641,24.40191,22.00957,20.19231,19.43128,20.37915,25.35211,23.00469,17.84038,22.11539,18.26923
Papua New Guinea,PNG,Rule of Law: Number of Sources,RL.NO.SRC,8,8,8,9,9,10,10,11,11,11,11,11,11,10,10
Paraguay,PRY,Rule of Law: Estimate,RL.EST,-1.01209,-1.097435,-1.027801,-1.000439,-0.9751471,-0.9782897,-0.9733416,-0.928021,-0.883755,-0.8634188,-0.8367354,-0.846209,-0.8081432,-0.6731596,-0.6915742
Paraguay,PRY,Rule of Law: Percentile Rank,RL.PER.RNK,18.31683,14.85149,17.32673,17.22488,18.18182,17.22488,16.26794,19.71154,19.90521,22.74882,23.00469,22.53521,23.47418,28.36539,28.84615
Paraguay,PRY,Rule of Law: Number of Sources,RL.NO.SRC,9,10,11,13,13,15,15,15,16,16,16,16,16,14,14
Peru,PER,Rule of Law: Estimate,RL.EST,-0.6897218,-0.4675915,-0.5218028,-0.4893968,-0.6836704,-0.6867918,-0.7295002,-0.7044131,-0.613784,-0.5629226,-0.5765122,-0.5743826,-0.565968,-0.5210678,-0.4854593
Peru,PER,Rule of Law: Percentile Rank,RL.PER.RNK,29.70297,38.61386,36.13861,38.27751,30.62201,28.22967,26.79426,25.96154,32.70142,34.12322,31.92488,34.74178,34.74178,34.13462,37.5
Peru,PER,Rule of Law: Number of Sources,RL.NO.SRC,9,10,11,13,13,16,17,18,18,18,19,19,18,16,16
Philippines,PHL,Rule of Law: Estimate,RL.EST,-0.3752432,-0.3747749,-0.4913498,-0.5681162,-0.3501435,-0.4109581,-0.4642206,-0.5456504,-0.5705019,-0.5525826,-0.5110555,-0.5231603,-0.4033903,-0.3173108,-0.3429004
Philippines,PHL,Rule of Law: Percentile Rank,RL.PER.RNK,40.59406,41.08911,38.11881,34.44976,42.10526,42.58373,39.71292,36.05769,35.07109,35.07109,37.0892,38.96714,42.25352,43.75,43.26923
Philippines,PHL,Rule of Law: Number of Sources,RL.NO.SRC,10,11,11,13,13,16,16,16,16,16,17,17,16,14,14
Poland,POL,Rule of Law: Estimate,RL.EST,0.7141861,0.7093069,0.5613903,0.4226498,0.4808049,0.404506,0.4286534,0.5465031,0.6284057,0.6835747,0.766174,0.7804115,0.8194907,0.840596,0.8020585
Poland,POL,Rule of Law: Percentile Rank,RL.PER.RNK,73.26733,72.27723,67.32674,63.15789,62.67942,62.67942,62.67942,66.82692,67.29858,68.72038,73.23943,72.30047,73.70892,77.40385,76.92308
Poland,POL,Rule of Law: Number of Sources,RL.NO.SRC,12,13,13,13,13,15,15,16,16,16,17,17,16,15,15
Portugal,PRT,Rule of Law: Estimate,RL.EST,1.225493,1.336411,1.309731,1.24946,1.2349,0.98591,1.016893,1.020404,1.064921,1.056598,1.023857,1.065502,1.058802,1.137531,1.146595
Portugal,PRT,Rule of Law: Percentile Rank,RL.PER.RNK,84.65347,87.62376,88.61386,87.55981,87.08134,80.38277,82.77512,83.65385,83.41232,82.93839,80.75117,83.56808,84.03756,84.13461,83.65385
Portugal,PRT,Rule of Law: Number of Sources,RL.NO.SRC,8,9,9,9,9,11,11,11,11,11,11,12,12,11,11
Puerto Rico,PRI,Rule of Law: Estimate,RL.EST,0.9941204,0.9745916,0.730874,0.802407,0.5946553,0.527779,0.5874708,0.5449397,0.7671754,0.7670485,0.7333477,0.79869,0.6733677,0.7674226,0.7475715
Puerto Rico,PRI,Rule of Law: Percentile Rank,RL.PER.RNK,82.17822,80.19802,74.25742,73.20574,66.98565,64.5933,67.94258,66.34615,71.56398,72.03792,71.3615,73.70892,71.3615,76.92308,75.48077
Puerto Rico,PRI,Rule of Law: Number of Sources,RL.NO.SRC,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4
Qatar,QAT,Rule of Law: Estimate,RL.EST,0.5081303,0.5460924,0.4490654,0.3493318,0.5857046,0.6342211,0.5312274,0.6781047,0.9084893,0.8519678,0.7576159,0.9582027,0.9585235,0.8640077,0.770516
Qatar,QAT,Rule of Law: Percentile Rank,RL.PER.RNK,66.33663,67.32674,65.34653,61.24402,66.50718,67.94258,66.02871,70.67308,78.67299,74.88152,72.30047,79.81221,80.28169,77.88461,75.96154
Qatar,QAT,Rule of Law: Number of Sources,RL.NO.SRC,7,8,7,7,8,9,9,9,13,13,12,12,12,11,10
Reunion,REU,Rule of Law: Estimate,RL.EST,..,..,..,1.082685,1.11975,1.080184,1.105124,0.8558134,0.8631719,0.8533528,0.8368333,0.8404392,0.848269,1.178213,1.114491
Reunion,REU,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,83.73206,85.64594,85.64594,85.16747,77.88461,77.25118,76.77725,76.05634,75.58685,76.52582,85.09615,82.69231
Reunion,REU,Rule of Law: Number of Sources,RL.NO.SRC,..,..,..,1,1,1,1,1,1,1,1,1,1,1,1
Romania,ROU,Rule of Law: Estimate,RL.EST,-0.2049206,-0.2601019,-0.2089897,-0.1746931,-0.1382283,-0.1178744,-0.09074,-0.0136101,0.0454078,0.0482135,0.0569546,0.0421296,0.125016,0.165362,0.1575437
Romania,ROU,Rule of Law: Percentile Rank,RL.PER.RNK,45.0495,46.0396,47.0297,47.36842,47.36842,50.7177,52.63158,53.84615,55.92417,56.39811,57.277,57.74648,56.80751,63.46154,61.53846
Romania,ROU,Rule of Law: Number of Sources,RL.NO.SRC,11,12,13,14,14,17,17,16,16,16,17,17,16,15,15
Russian Federation,RUS,Rule of Law: Estimate,RL.EST,-1.097559,-0.839241,-0.9106629,-0.8854756,-0.9273136,-0.9533557,-0.9701154,-0.955102,-0.7763293,-0.7649318,-0.7257292,-0.8184694,-0.7841895,-0.7414554,-0.763637
Russian Federation,RUS,Rule of Law: Percentile Rank,RL.PER.RNK,15.84158,23.26733,18.31683,19.13876,20.09569,18.66029,16.74641,18.75,25.59242,27.01422,28.16901,24.41315,25.35211,26.44231,25
Russian Federation,RUS,Rule of Law: Number of Sources,RL.NO.SRC,12,13,13,13,13,16,16,16,16,16,17,17,16,15,15
Rwanda,RWA,Rule of Law: Estimate,RL.EST,-1.223147,-0.855539,-0.8035703,-0.8192313,-0.9166067,-0.6754203,-0.577125,-0.4772869,-0.5009086,-0.3307562,-0.3139738,-0.2716595,-0.1547242,0.0568706,0.050415
Rwanda,RWA,Rule of Law: Percentile Rank,RL.PER.RNK,11.38614,22.77228,24.75248,22.96651,20.57416,29.66507,34.92823,37.98077,37.91469,45.49763,46.00939,46.94836,50.70422,60.57692,58.17308
Rwanda,RWA,Rule of Law: Number of Sources,RL.NO.SRC,6,8,8,10,10,12,12,12,13,14,14,14,15,13,13
Samoa,WSM,Rule of Law: Estimate,RL.EST,0.7758543,1.034857,1.027928,0.8546701,1.058083,0.9399202,0.888678,0.7890798,0.6391839,0.6665881,0.6887203,0.6760244,0.6832949,0.7173978,0.698477
Samoa,WSM,Rule of Law: Percentile Rank,RL.PER.RNK,73.76237,82.17822,82.67326,76.07655,83.73206,79.42583,77.99043,74.03846,67.77251,67.77251,69.48357,70.89202,71.83099,76.44231,74.51923
Samoa,WSM,Rule of Law: Number of Sources,RL.NO.SRC,5,4,4,4,4,4,4,5,6,6,6,6,6,4,4
San Marino,SMR,Rule of Law: Estimate,RL.EST,0.8622218,0.8586732,0.8622284,0.8400118,0.7861269,0.9949803,0.8900374,0.9107573,0.9502158,0.8886338,0.946979,0.9326771,0.9354892,..,..
San Marino,SMR,Rule of Law: Percentile Rank,RL.PER.RNK,79.20792,77.22772,78.21782,75.11961,74.64115,82.29665,79.42583,80.28846,80.56872,78.67299,79.34272,78.40376,78.87324,..,..
San Marino,SMR,Rule of Law: Number of Sources,RL.NO.SRC,1,1,1,1,1,1,1,1,1,1,1,1,1,..,..
Sao Tome and Principe,STP,Rule of Law: Estimate,RL.EST,-0.0217853,-0.4235323,-0.3997545,-0.3191377,-0.531622,-0.4924051,-0.434466,-0.4845672,-0.6770381,-0.6634644,-0.6613576,-0.7478151,-0.768153,-0.7928805,-0.7560787
Sao Tome and Principe,STP,Rule of Law: Percentile Rank,RL.PER.RNK,50,39.10891,41.08911,43.0622,35.88517,39.71292,41.14833,37.5,29.85782,30.33175,30.98592,27.69953,26.76056,22.59615,25.48077
Sao Tome and Principe,STP,Rule of Law: Number of Sources,RL.NO.SRC,5,5,5,6,6,7,7,8,7,8,8,8,9,8,8
Saudi Arabia,SAU,Rule of Law: Estimate,RL.EST,-0.1506832,-0.000601,0.1304767,0.0203347,-0.014788,0.0186294,0.0772642,0.0746007,0.0502953,0.1550011,0.0515942,0.1488588,0.1572144,0.132184,0.1178168
Saudi Arabia,SAU,Rule of Law: Percentile Rank,RL.PER.RNK,47.52475,53.46535,58.41584,53.11005,53.11005,54.54546,55.02392,56.25,56.39811,60.18958,56.80751,59.62441,58.68545,62.5,60.09615
Saudi Arabia,SAU,Rule of Law: Number of Sources,RL.NO.SRC,7,9,8,8,8,10,11,11,12,12,11,12,12,10,9
Senegal,SEN,Rule of Law: Estimate,RL.EST,0.0334481,0.0656045,-0.0605521,0.0035158,0.0100265,-0.2216022,-0.2395411,-0.2803597,-0.3694252,-0.39864,-0.4589016,-0.2868111,-0.2388487,-0.0818238,-0.1416724
Senegal,SEN,Rule of Law: Percentile Rank,RL.PER.RNK,53.46535,56.43564,50.9901,52.15311,54.54546,48.32536,47.36842,47.11538,43.60189,41.70616,40.37559,46.47887,47.41784,53.84615,51.92308
Senegal,SEN,Rule of Law: Number of Sources,RL.NO.SRC,8,11,12,12,12,15,16,16,15,16,17,17,18,16,16
Serbia,SRB,Rule of Law: Estimate,RL.EST,-1.271872,-0.8614516,-0.8523601,-0.7231666,-0.9067186,-0.5318304,-0.4667416,-0.4950255,-0.413305,-0.373143,-0.2896222,-0.3563042,-0.3261064,-0.1496817,-0.117173
Serbia,SRB,Rule of Law: Percentile Rank,RL.PER.RNK,10.39604,22.27723,21.78218,28.22967,21.05263,37.32058,39.23445,37.01923,42.1801,42.65403,46.47887,44.60094,45.53991,50.96154,52.40385
Serbia,SRB,Rule of Law: Number of Sources,RL.NO.SRC,8,11,11,11,11,13,13,14,15,15,15,16,15,14,14
Seychelles,SYC,Rule of Law: Estimate,RL.EST,0.4701708,0.3230955,0.1112558,0.1615317,0.0253657,-0.0041104,0.0988078,0.2219159,0.0786851,0.0312937,-0.0115596,-0.0142718,0.0717096,0.1263859,0.2010458
Seychelles,SYC,Rule of Law: Percentile Rank,RL.PER.RNK,65.84158,61.38614,56.93069,58.85167,55.02392,53.58852,57.41627,59.13462,57.34597,55.45024,54.46009,55.39906,56.33803,62.01923,62.98077
Seychelles,SYC,Rule of Law: Number of Sources,RL.NO.SRC,5,5,5,7,7,7,7,7,8,9,9,10,11,10,10
Sierra Leone,SLE,Rule of Law: Estimate,RL.EST,-1.386579,-1.236841,-1.123463,-1.133245,-1.128938,-0.9870428,-0.9883282,-0.9353673,-0.9009484,-0.9336411,-0.8541309,-0.8535678,-0.8590334,-0.9218585,-0.8536182
Sierra Leone,SLE,Rule of Law: Percentile Rank,RL.PER.RNK,6.435644,9.90099,13.86139,13.39713,13.39713,16.74641,15.311,19.23077,18.48341,18.95735,22.53521,21.59624,21.59624,17.30769,20.19231
Sierra Leone,SLE,Rule of Law: Number of Sources,RL.NO.SRC,6,9,10,11,11,13,13,13,14,14,15,18,18,16,16
Singapore,SGP,Rule of Law: Estimate,RL.EST,1.298522,1.406749,1.5733,1.657221,1.707485,1.586578,1.612359,1.606087,1.566005,1.625942,1.669992,1.731186,1.705524,1.824775,1.813475
Singapore,SGP,Rule of Law: Percentile Rank,RL.PER.RNK,86.13861,89.60396,92.07921,94.25837,94.73684,91.86603,91.38756,91.34615,91.46919,91.94313,92.95775,94.3662,94.3662,93.26923,94.23077
Singapore,SGP,Rule of Law: Number of Sources,RL.NO.SRC,9,9,10,10,10,12,12,12,12,12,13,13,13,12,12
Slovak Republic,SVK,Rule of Law: Estimate,RL.EST,0.342357,0.3171788,0.3624235,0.5164097,0.5449038,0.5467787,0.4927937,0.5902709,0.5397606,0.571119,0.6070484,0.4923032,0.4785463,0.4960261,0.5038067
Slovak Republic,SVK,Rule of Law: Percentile Rank,RL.PER.RNK,63.36634,60.89109,64.35644,65.07177,65.55024,65.55024,64.5933,68.75,65.40285,66.35071,67.60564,65.25822,64.78873,70.67308,69.23077
Slovak Republic,SVK,Rule of Law: Number of Sources,RL.NO.SRC,10,13,13,13,13,14,14,14,15,15,15,14,14,13,13
Slovenia,SVN,Rule of Law: Estimate,RL.EST,1.035779,0.9887834,0.9739602,0.9280055,0.8933845,0.9102269,0.9238243,1.008982,1.075426,1.008394,1.052852,1.014999,1.000792,1.001514,0.9745702
Slovenia,SVN,Rule of Law: Percentile Rank,RL.PER.RNK,83.16832,81.18812,80.69307,79.9043,80.38277,78.4689,81.33971,83.17308,83.88625,81.99052,82.6291,81.22066,81.22066,81.25,80.76923
Slovenia,SVN,Rule of Law: Number of Sources,RL.NO.SRC,12,13,13,12,12,13,14,14,14,14,13,15,15,14,14
Solomon Islands,SLB,Rule of Law: Estimate,RL.EST,-0.5834655,-0.9063572,-0.8802009,-0.8863054,-0.8004045,-0.6041252,-0.7863567,-0.6368995,-0.6806033,-0.6518031,-0.5232345,-0.5400032,-0.5255514,-0.5022812,-0.4862033
Solomon Islands,SLB,Rule of Law: Percentile Rank,RL.PER.RNK,32.67327,20.79208,20.29703,18.66029,25.35885,33.01435,24.40191,32.69231,29.38389,30.80569,35.68075,36.61972,38.49765,35.57692,37.01923
Solomon Islands,SLB,Rule of Law: Number of Sources,RL.NO.SRC,4,3,3,5,5,5,6,7,7,8,8,8,8,7,7
Somalia,SOM,Rule of Law: Estimate,RL.EST,-2.275151,-1.936807,-2.123502,-2.268273,-2.172635,-2.340475,-2.405955,-2.606445,-2.447377,-2.406111,-2.332797,-2.423379,-2.404246,-2.349381,-2.300112
Somalia,SOM,Rule of Law: Percentile Rank,RL.PER.RNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,SOM,Rule of Law: Number of Sources,RL.NO.SRC,4,4,5,6,6,6,6,6,8,8,8,9,9,8,9
South Africa,ZAF,Rule of Law: Estimate,RL.EST,0.202503,0.1324995,0.1241469,0.1139174,0.1147512,0.255048,0.0949021,0.0725051,0.1239867,0.1411756,0.1524512,0.1104317,0.1581481,0.1827904,0.0882275
South Africa,ZAF,Rule of Law: Percentile Rank,RL.PER.RNK,58.41584,57.92079,57.92079,57.89474,56.45933,59.80861,56.9378,54.80769,58.29384,59.24171,60.09389,58.21596,59.15493,64.42308,59.13462
South Africa,ZAF,Rule of Law: Number of Sources,RL.NO.SRC,11,13,13,14,15,18,18,17,18,18,19,19,19,17,17
South Sudan,SSD,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,..,-1.38442,-1.430732,-1.512015,-1.82296,-1.855473
South Sudan,SSD,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,6.103286,4.225352,3.286385,0.9615384,0.9615384
South Sudan,SSD,Rule of Law: Number of Sources,RL.NO.SRC,..,..,..,..,..,..,..,..,..,..,5,8,9,9,10
Spain,ESP,Rule of Law: Estimate,RL.EST,1.434407,1.257137,1.280947,1.144683,1.127902,1.131011,1.168316,1.193509,1.162589,1.188944,1.198052,1.064827,1.020516,0.9526442,0.901592
Spain,ESP,Rule of Law: Percentile Rank,RL.PER.RNK,90.59406,86.63367,86.63367,85.16747,86.1244,87.55981,86.1244,85.57692,86.25592,86.25592,85.91549,83.09859,81.69014,80.28846,79.32692
Spain,ESP,Rule of Law: Number of Sources,RL.NO.SRC,9,9,9,9,9,11,12,12,12,11,12,12,12,11,11
Sri Lanka,LKA,Rule of Law: Estimate,RL.EST,0.1523,0.3302857,0.2445325,0.1759895,0.1526568,0.1753448,0.1295962,-0.0118438,-0.1070998,-0.1214901,-0.1222975,-0.1223764,-0.2769624,-0.1700836,0.0373211
Sri Lanka,LKA,Rule of Law: Percentile Rank,RL.PER.RNK,56.93069,62.37624,61.38614,59.33014,57.89474,57.89474,58.37321,54.32692,52.1327,51.65877,51.64319,51.64319,46.00939,50,57.69231
Sri Lanka,LKA,Rule of Law: Number of Sources,RL.NO.SRC,9,11,12,13,13,15,16,16,16,15,15,16,16,14,14
St. Kitts and Nevis,KNA,Rule of Law: Estimate,RL.EST,0.8455159,0.6734796,0.6153907,0.7216661,0.7695147,0.8278527,0.7910306,0.7504107,0.7366782,0.6996663,0.7209712,0.7075973,0.7240719,0.0712336,0.4795237
St. Kitts and Nevis,KNA,Rule of Law: Percentile Rank,RL.PER.RNK,76.73267,70.79208,70.79208,72.2488,72.72727,74.64115,74.16268,72.59615,71.09005,69.19431,70.89202,71.3615,72.76995,61.05769,68.26923
St. Kitts and Nevis,KNA,Rule of Law: Number of Sources,RL.NO.SRC,2,2,2,4,4,4,4,3,3,3,3,3,3,2,3
St. Lucia,LCA,Rule of Law: Estimate,RL.EST,0.8455159,0.6734796,0.6153907,0.6785505,0.7695147,0.8278527,0.7910306,0.8450568,0.8627924,0.8456264,0.7870038,0.6612412,0.7008866,0.5676231,0.6728449
St. Lucia,LCA,Rule of Law: Percentile Rank,RL.PER.RNK,76.73267,70.79208,70.79208,70.8134,72.72727,74.64115,74.16268,75,75.35545,74.40759,74.17841,69.95305,72.30047,72.59615,73.55769
St. Lucia,LCA,Rule of Law: Number of Sources,RL.NO.SRC,2,2,2,4,4,4,4,4,4,5,5,6,6,5,6
St. Vincent and the Grenadines,VCT,Rule of Law: Estimate,RL.EST,0.8455159,0.9200916,0.6153907,0.7216661,0.7695147,0.8278527,0.6410626,0.8978077,0.8924664,0.8773225,0.9246316,0.909108,0.8774531,0.552874,0.5928698
St. Vincent and the Grenadines,VCT,Rule of Law: Percentile Rank,RL.PER.RNK,76.73267,78.71287,70.79208,72.2488,72.72727,74.64115,70.33493,79.32692,77.72512,77.72512,78.40376,77.46479,76.99531,71.63461,71.63461
St. Vincent and the Grenadines,VCT,Rule of Law: Number of Sources,RL.NO.SRC,2,2,2,4,4,4,4,5,5,5,5,5,5,4,5
Sudan,SDN,Rule of Law: Estimate,RL.EST,-1.596638,-1.357221,-1.64054,-1.544547,-1.63202,-1.357516,-1.403425,-1.423214,-1.243058,-1.312802,-1.27515,-1.226252,-1.271083,-1.167488,-1.210997
Sudan,SDN,Rule of Law: Percentile Rank,RL.PER.RNK,2.475248,6.930693,3.465347,4.784689,2.870813,7.655502,5.741627,4.807693,9.478673,7.109005,8.450705,9.389671,8.450705,9.134615,8.173077
Sudan,SDN,Rule of Law: Number of Sources,RL.NO.SRC,8,9,9,10,10,11,12,12,12,12,12,12,13,12,13
Suriname,SUR,Rule of Law: Estimate,RL.EST,-0.0227142,-0.1116566,-0.0330004,-0.1728217,-0.1282363,-0.2197511,-0.2389427,-0.2293139,-0.1196853,-0.052521,-0.0429522,-0.0574045,-0.0451611,-0.1371766,-0.1953805
Suriname,SUR,Rule of Law: Percentile Rank,RL.PER.RNK,49.50495,50,51.9802,47.84689,48.32536,48.80383,47.84689,48.55769,51.18483,53.5545,53.52113,53.52113,53.52113,51.92308,49.03846
Suriname,SUR,Rule of Law: Number of Sources,RL.NO.SRC,5,6,6,7,7,8,8,8,9,10,10,11,11,9,8
Eswatini,SWZ,Rule of Law: Estimate,RL.EST,-0.5993408,-0.670052,-0.7338958,-0.8655477,-0.9011785,-0.6773952,-0.7558659,-0.6456985,-0.6222637,-0.5287718,-0.4942504,-0.4935429,-0.4588533,-0.3142965,-0.3244354
Eswatini,SWZ,Rule of Law: Percentile Rank,RL.PER.RNK,32.17822,30.19802,27.72277,20.57416,21.5311,29.1866,25.83732,31.73077,32.22749,36.01896,38.49765,39.90611,41.31455,44.23077,44.71154
Eswatini,SWZ,Rule of Law: Number of Sources,RL.NO.SRC,6,6,6,8,8,9,9,10,10,11,12,13,14,12,11
Sweden,SWE,Rule of Law: Estimate,RL.EST,1.830132,1.876075,1.926438,1.893259,1.809585,1.864799,1.90989,1.931482,1.965965,1.955097,1.941077,1.951555,1.972878,1.992006,2.037792
Sweden,SWE,Rule of Law: Percentile Rank,RL.PER.RNK,97.0297,96.53465,98.0198,97.60766,96.17225,97.60766,98.08612,99.03846,99.52607,99.52607,99.53052,99.53052,99.53052,97.59615,99.03846
Sweden,SWE,Rule of Law: Number of Sources,RL.NO.SRC,9,9,9,9,9,11,11,11,11,11,12,12,12,11,11
Switzerland,CHE,Rule of Law: Estimate,RL.EST,1.976893,1.952487,1.939255,1.906983,1.913729,1.817233,1.8457,1.816634,1.750544,1.757034,1.73154,1.819054,1.804692,1.994928,1.945174
Switzerland,CHE,Rule of Law: Percentile Rank,RL.PER.RNK,99.50495,100,98.51485,98.08612,98.08612,97.12919,97.60766,96.63461,95.7346,94.3128,93.89671,96.71362,96.24413,98.07692,97.59615
Switzerland,CHE,Rule of Law: Number of Sources,RL.NO.SRC,9,9,9,9,9,10,10,10,11,11,11,11,11,10,10
Syrian Arab Republic,SYR,Rule of Law: Estimate,RL.EST,-0.4939647,-0.547779,-0.4675913,-0.4715106,-0.5877767,-0.9425015,-0.8032435,-0.6935169,-0.5739994,-0.5858772,-0.7758501,-1.126029,-1.406143,-1.362182,-1.423044
Syrian Arab Republic,SYR,Rule of Law: Percentile Rank,RL.PER.RNK,35.14851,35.64357,39.10891,38.75598,33.97129,20.09569,23.44498,26.92308,34.59716,33.64929,25.8216,13.61502,4.694836,5.769231,4.807693
Syrian Arab Republic,SYR,Rule of Law: Number of Sources,RL.NO.SRC,6,7,7,10,10,12,13,13,14,14,13,12,12,10,10
"Taiwan, China",TWN,Rule of Law: Estimate,RL.EST,0.8348612,0.887463,0.9776614,0.9996896,1.025266,0.7837842,0.7894508,0.7850089,0.9424071,1.013429,1.034179,1.049929,1.050181,1.187945,1.162141
"Taiwan, China",TWN,Rule of Law: Percentile Rank,RL.PER.RNK,75.24753,78.21782,81.18812,82.29665,82.77512,70.8134,73.20574,73.55769,79.14692,82.46445,81.69014,82.6291,83.56808,85.57692,84.61539
"Taiwan, China",TWN,Rule of Law: Number of Sources,RL.NO.SRC,9,10,10,10,10,12,12,12,12,12,12,12,12,11,11
Tajikistan,TJK,Rule of Law: Estimate,RL.EST,-1.390418,-1.188971,-1.027935,-1.170146,-1.09135,-1.178524,-1.292668,-1.285771,-1.26772,-1.209457,-1.226398,-1.200411,-1.252618,-1.011011,-1.055542
Tajikistan,TJK,Rule of Law: Percentile Rank,RL.PER.RNK,5.445545,10.89109,16.83168,12.91866,14.35407,11.48325,8.61244,8.173077,8.530806,10.42654,10.32864,9.859155,9.389671,13.94231,13.46154
Tajikistan,TJK,Rule of Law: Number of Sources,RL.NO.SRC,7,10,10,11,12,15,15,15,15,14,15,15,13,13,13
