Indicator,Country,Variable,Unit,Scope,Time,Value,Flags
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,46.96153,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,44.3009,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,44.8673,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,47.70262,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Portugal,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,49.71054,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,9.5278,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,15.9476,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,17.0761,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,18.8498,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,14.81497,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,14.94759,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,11.1008,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,15.4402,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,18.5804,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,14.3711,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,16.82109,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,8.754171,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2005,6.3462,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,15.4038,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,15.8479,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,18.1944,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,12.37814,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovak Republic,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,15.25473,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,40.1589,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,35.1544,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,51.9498,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,19.9389,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,19.39935,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,6.584446,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,47.1701,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,41.5827,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,55.2279,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,20.6953,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,12.61468,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,7.958053,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,37.1541,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,47.4352,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,19.3606,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,22.89242,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Slovenia,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,5.232824,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,16.5048,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,15.4895,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,43.6243,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,34.5918,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,37.72665,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,40.65151,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,22.0785,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,19.1505,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,42.5251,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,42.3804,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,32.18445,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,34.59587,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2005,13.629,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,10.7359,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,43.2314,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,28.2606,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,37.84187,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,40.03708,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,4.818,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,5.3345,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,30.2731,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,28.6447,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,29.31795,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,18.05926,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,6.4245,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,7.3612,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,34.7037,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2005,5.5192,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,3.5465,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,28.0727,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,26.2381,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,36.56809,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,17.899,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Switzerland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,48.11993,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Switzerland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,49.22826,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Switzerland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,36.56666,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Switzerland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,36.95936,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Switzerland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,49.62672,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Switzerland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,50.95999,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,1.1398,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,4.8137,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,26.9782,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,28.00983,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,25.14415,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,0.9076,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,4.151,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,26.4265,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,25.25822,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,22.63733,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2005,0,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,4.601,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,26.1842,
