SDG_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",DNK,Denmark,2014,2014,56.86469,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",SLE,Sierra Leone,2017,2017,5.9,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",ZWE,Zimbabwe,2014,2014,6.49777,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",FRA,France,2014,2014,67.8078,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",FRA,France,2015,2015,48.74078,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",FRA,France,2016,2016,48.73905,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),NER,Niger,2017,2017,12.97608,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),NER,Niger,2018,2018,3.80714,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",CZE,Czechia,2014,2014,27.40591,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",CZE,Czechia,2015,2015,33.92591,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",CZE,Czechia,2017,2017,27.72437,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),THA,Thailand,2018,2018,19.67108,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),THA,Thailand,2019,2019,20.5,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",IRL,Ireland,2014,2014,42.44737,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",COL,Colombia,2016,2016,39.36763,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",COL,Colombia,2017,2017,39.26652,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",COL,Colombia,2018,2018,37.17732,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),SGP,Singapore,2014,2014,19.36651,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),SGP,Singapore,2015,2015,26.6155,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),SGP,Singapore,2016,2016,36.39812,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),SGP,Singapore,2017,2017,36.39812,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),SGP,Singapore,2018,2018,37.76381,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),SGP,Singapore,2019,2019,35.9,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),MNG,Mongolia,2018,2018,11.16,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),MNG,Mongolia,2019,2019,8.9,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),MNE,Montenegro,2015,2015,14.95644,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),MNE,Montenegro,2016,2016,21.69829,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),MNE,Montenegro,2017,2017,27.97952,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),MNE,Montenegro,2018,2018,30.10681,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),MNE,Montenegro,2019,2019,32.6,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",MYS,Malaysia,2017,2017,20.41383,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",MYS,Malaysia,2018,2018,27.51216,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),SVK,Slovakia,2014,2014,70.14324,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),SVK,Slovakia,2015,2015,58.70846,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),SVK,Slovakia,2016,2016,59.68417,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),SVK,Slovakia,2017,2017,63.18944,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),SVK,Slovakia,2019,2019,60.2596,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),DOM,Dominican Republic,2015,2015,24.3815,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",NOR,Norway,2014,2014,48.59652,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",NOR,Norway,2015,2015,53.0382,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",NOR,Norway,2016,2016,47.3813,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",NOR,Norway,2017,2017,47.736,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",GEO,Georgia,2016,2016,18.83448,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",GEO,Georgia,2017,2017,11.50101,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",GEO,Georgia,2018,2018,13.43116,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),DJI,Djibouti,2017,2017,13.13748,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",BHR,Bahrain,2015,2015,39.5931,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",BHR,Bahrain,2016,2016,44.6162,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",BHR,Bahrain,2017,2017,40.63023,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",BHR,Bahrain,2018,2018,40.67165,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",HUN,Hungary,2014,2014,62.81779,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",HUN,Hungary,2015,2015,52.20464,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",HUN,Hungary,2016,2016,52.73431,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",HUN,Hungary,2017,2017,49.65243,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),COL,Colombia,2016,2016,28.80837,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),COL,Colombia,2017,2017,26.18344,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),COL,Colombia,2018,2018,25.60213,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),COL,Colombia,2019,2019,23.7,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",LTU,Lithuania,2014,2014,32.84109,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",LTU,Lithuania,2015,2015,32.48081,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",LTU,Lithuania,2016,2016,28.64427,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",LTU,Lithuania,2017,2017,32.42164,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",JPN,Japan,2017,2017,2.36444,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",JPN,Japan,2018,2018,2.35274,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),BGD,Bangladesh,2019,2019,0.4,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),NLD,Netherlands,2014,2014,37.5,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",EGY,Egypt,2014,2014,0.76641,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",EGY,Egypt,2015,2015,1.07544,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",EGY,Egypt,2016,2016,19.05924,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",DNK,Denmark,2014,2014,78.66479,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",DNK,Denmark,2015,2015,79.85959,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",DNK,Denmark,2016,2016,76.7929,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",DNK,Denmark,2017,2017,72.73194,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",SVK,Slovakia,2014,2014,50.07861,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),SAU,Saudi Arabia,2017,2017,35,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),SAU,Saudi Arabia,2018,2018,48.4,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),SAU,Saudi Arabia,2019,2019,46.6,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),IRQ,Iraq,2014,2014,48.86,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),IRQ,Iraq,2017,2017,50.40098,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),IRQ,Iraq,2018,2018,48.86,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",GRC,Greece,2014,2014,46.9123,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),SVN,Slovenia,2014,2014,36.47329,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),SVN,Slovenia,2015,2015,32.9858,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),SVN,Slovenia,2016,2016,30.02404,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),SVN,Slovenia,2019,2019,33.4,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",FRA,France,2014,2014,43.1686,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",FRA,France,2015,2015,34.07969,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",FRA,France,2016,2016,33.11029,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),ISL,Iceland,2014,2014,58.21164,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),ISL,Iceland,2017,2017,54.05893,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),TUN,Tunisia,2017,2017,22.66561,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),TUN,Tunisia,2018,2018,22.66561,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),TUN,Tunisia,2019,2019,25.6,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",COL,Colombia,2016,2016,28.41903,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",COL,Colombia,2017,2017,26.42415,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",COL,Colombia,2018,2018,25.59273,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",THA,Thailand,2018,2018,18.25683,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",PER,Peru,2018,2018,28.8807,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),MLT,Malta,2014,2014,57.71836,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),MLT,Malta,2015,2015,50.29928,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),MLT,Malta,2016,2016,48.62581,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),MLT,Malta,2017,2017,54.52847,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),MLT,Malta,2019,2019,52.6,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),KAZ,Kazakhstan,2015,2015,15.17313,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),KAZ,Kazakhstan,2016,2016,16.30893,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),KAZ,Kazakhstan,2017,2017,18.17232,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),KAZ,Kazakhstan,2018,2018,18.92695,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),KAZ,Kazakhstan,2019,2019,19.2,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",BWA,Botswana,2014,2014,16.44127,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",IRL,Ireland,2014,2014,23.04188,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",IRL,Ireland,2015,2015,27.78031,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",SWE,Sweden,2014,2014,61.966,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",SWE,Sweden,2015,2015,49.88551,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",SWE,Sweden,2017,2017,55.51928,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",MYS,Malaysia,2017,2017,19.96338,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",MYS,Malaysia,2018,2018,20.58994,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),ROU,Romania,2014,2014,12.24787,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),ECU,Ecuador,2019,2019,17.5,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),FRA,France,2014,2014,49.0987,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",OMN,Oman,2019,2019,88.78077,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),ZMB,Zambia,2018,2018,30.4,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),POL,Poland,2014,2014,54.88256,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),POL,Poland,2015,2015,46.4161,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),POL,Poland,2016,2016,50.73635,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),POL,Poland,2017,2017,51.78399,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),POL,Poland,2018,2018,49.85615,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),POL,Poland,2019,2019,51.3,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",ARE,United Arab Emirates,2018,2018,37.3,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",BGR,Bulgaria,2014,2014,8.1937,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",BGR,Bulgaria,2016,2016,14.37326,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",BGR,Bulgaria,2017,2017,15.34631,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",DNK,Denmark,2014,2014,75.49151,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",DNK,Denmark,2015,2015,74.0492,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",DNK,Denmark,2016,2016,71.83372,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",DNK,Denmark,2017,2017,66.06695,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",BLR,Belarus,2018,2018,39.2472,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),TUR,Turkey,2014,2014,24.98348,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),TUR,Turkey,2017,2017,35.54205,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",LSO,Lesotho,2018,2018,7.7,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",IRL,Ireland,2014,2014,56.9621,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",IRL,Ireland,2015,2015,43.4451,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",MDG,Madagascar,2018,2018,18.1,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",PRT,Portugal,2014,2014,58.0769,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",PRT,Portugal,2015,2015,44.65909,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",PRT,Portugal,2016,2016,45.38399,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",PRT,Portugal,2017,2017,48.31216,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),DEU,Germany,2014,2014,34.004,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),DEU,Germany,2015,2015,38.9772,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),DEU,Germany,2016,2016,36.31857,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),DEU,Germany,2017,2017,36.69832,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),DEU,Germany,2019,2019,36.98134,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",HKG,"China, Hong Kong Special Administrative Region",2018,2018,22.00482,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",UZB,Uzbekistan,2018,2018,41.5,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",POL,Poland,2014,2014,46.4736,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",DZA,Algeria,2018,2018,4.56856,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2014,2014,71.1476,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2015,2015,57.5104,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2016,2016,59.4022,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",GBR,United Kingdom of Great Britain and Northern Ireland,2017,2017,61.96338,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),ALB,Albania,2019,2019,9,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",EST,Estonia,2014,2014,37.22616,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",EST,Estonia,2015,2015,37.21897,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",EST,Estonia,2016,2016,34.93904,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",EST,Estonia,2017,2017,32.97036,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),MYS,Malaysia,2015,2015,51.30158,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),MYS,Malaysia,2017,2017,55.49209,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),MYS,Malaysia,2018,2018,56.26476,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),MYS,Malaysia,2019,2019,58,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",SVN,Slovenia,2014,2014,57.56129,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",SVN,Slovenia,2015,2015,52.84975,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",SVN,Slovenia,2017,2017,59.18426,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",FRA,France,2014,2014,57.5129,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",JPN,Japan,2017,2017,4.33826,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",JPN,Japan,2018,2018,4.42111,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),HKG,"China, Hong Kong Special Administrative Region",2018,2018,26.35426,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),HKG,"China, Hong Kong Special Administrative Region",2019,2019,28.3,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),NLD,Netherlands,2014,2014,72.22222,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),NLD,Netherlands,2015,2015,64.82759,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),NLD,Netherlands,2016,2016,67.12329,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),NLD,Netherlands,2017,2017,70.7483,,
ICTSKILLCOPI,Proportion of youth and adults who have copied or moved a file or folder (%),NLD,Netherlands,2019,2019,69.1,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",EGY,Egypt,2014,2014,10.7075,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",EGY,Egypt,2015,2015,11.41014,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",EGY,Egypt,2016,2016,35.71576,,
ICTSKILLCREAT,Proportion of youth and adults who have created electronic presentations with presentation software (%),ZWE,Zimbabwe,2014,2014,1.72208,,
ICTSKILLCONNEC_M,"Proportion of youth and adults who have connected and installed new devices, male (%)",TUR,Turkey,2017,2017,43.07237,,
ICTSKILLCONNEC_F,"Proportion of youth and adults who have connected and installed new devices, female (%)",LTU,Lithuania,2014,2014,32.20603,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",GRC,Greece,2014,2014,54.129,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",GRC,Greece,2015,2015,57.69289,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",GRC,Greece,2016,2016,57.67161,,
ICTSKILLCOPI_M,"Proportion of youth and adults who have copied or moved a file or folder, male (%)",GRC,Greece,2017,2017,60.02741,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",ARE,United Arab Emirates,2018,2018,9.7,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",THA,Thailand,2018,2018,9.13741,,
ICTSKILLCREAT_F,"Proportion of youth and adults who have created electronic presentations with presentation software, female (%)",PER,Peru,2018,2018,14.81724,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",MDG,Madagascar,2018,2018,50.61538,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",PRK,Democratic People's Republic of Korea,2017,2017,28.9,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",LVA,Latvia,2014,2014,65.69163,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",LVA,Latvia,2015,2015,79.90945,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",LVA,Latvia,2016,2016,63.12755,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",LVA,Latvia,2017,2017,65.06678,,
ICTSKILLCOPI_F,"Proportion of youth and adults who have copied or moved a file or folder, female (%)",LVA,Latvia,2019,2019,47.85118,,
ICTSKILLCONNEC,Proportion of youth and adults who have connected and installed new devices (%),MNE,Montenegro,2017,2017,37.66047,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",ROU,Romania,2014,2014,5.8946,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",ROU,Romania,2015,2015,13.9467,,
ICTSKILLCREAT_M,"Proportion of youth and adults who have created electronic presentations with presentation software, male (%)",ROU,Romania,2016,2016,13.161,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",DZA,Algeria,2018,2018,17.72001,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2018,2018,55.87685,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",HKG,"China, Hong Kong Special Administrative Region",2019,2019,57.2,,
ICTSKILLPROGLANG_F,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, female (%)",THA,Thailand,2018,2018,0.96821,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",MDG,Madagascar,2018,2018,45.1,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",CRI,Costa Rica,2018,2018,25.33744,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",FIN,Finland,2014,2014,77.29032,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",FIN,Finland,2015,2015,69.91341,,
ICTSKILLDUPLIC_M,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, male (%)",FIN,Finland,2016,2016,67.43949,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",KIR,Kiribati,2019,2019,14.3,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",ARE,United Arab Emirates,2018,2018,31.6,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",SUR,Suriname,2018,2018,17,,
