Indicator,Country,Industry,Information and communication technologies,Sex,Measure,Time,Value,Flags
ICT specialists within and outside information industries,Poland,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2013,7.893825,
ICT specialists within and outside information industries,Poland,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2014,7.910022,
ICT specialists within and outside information industries,Poland,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2015,8.146057,
ICT specialists within and outside information industries,Poland,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2016,8.349689,
ICT specialists within and outside information industries,Poland,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2017,8.58963,
ICT specialists within and outside information industries,Poland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2011,90.7331,
ICT specialists within and outside information industries,Poland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2012,89.95754,
ICT specialists within and outside information industries,Poland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2013,89.81187,
ICT specialists within and outside information industries,Poland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2014,89.66769,
ICT specialists within and outside information industries,Poland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2015,89.36298,
ICT specialists within and outside information industries,Poland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2016,89.18132,
ICT specialists within and outside information industries,Poland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2017,88.87431,
ICT specialists within and outside information industries,Poland,Total economy,ICT-intensive,Total,Share of jobs,2011,9.266894,
ICT specialists within and outside information industries,Poland,Total economy,ICT-intensive,Total,Share of jobs,2012,10.04311,
ICT specialists within and outside information industries,Poland,Total economy,ICT-intensive,Total,Share of jobs,2013,10.18748,
ICT specialists within and outside information industries,Poland,Total economy,ICT-intensive,Total,Share of jobs,2014,10.33167,
ICT specialists within and outside information industries,Poland,Total economy,ICT-intensive,Total,Share of jobs,2015,10.63702,
ICT specialists within and outside information industries,Poland,Total economy,ICT-intensive,Total,Share of jobs,2016,10.81868,
ICT specialists within and outside information industries,Poland,Total economy,ICT-intensive,Total,Share of jobs,2017,11.12569,
ICT specialists within and outside information industries,Poland,Total economy,Total,Total,Share of jobs,2011,100,
ICT specialists within and outside information industries,Poland,Total economy,Total,Total,Share of jobs,2012,100,
ICT specialists within and outside information industries,Poland,Total economy,Total,Total,Share of jobs,2013,100,
ICT specialists within and outside information industries,Poland,Total economy,Total,Total,Share of jobs,2014,100,
ICT specialists within and outside information industries,Poland,Total economy,Total,Total,Share of jobs,2015,100,
ICT specialists within and outside information industries,Poland,Total economy,Total,Total,Share of jobs,2016,100,
ICT specialists within and outside information industries,Poland,Total economy,Total,Total,Share of jobs,2017,100,
ICT specialists within and outside information industries,Portugal,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2011,1.934223,
ICT specialists within and outside information industries,Portugal,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2012,2.214438,
ICT specialists within and outside information industries,Portugal,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2013,2.37001,
ICT specialists within and outside information industries,Portugal,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2014,3.026882,
ICT specialists within and outside information industries,Portugal,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2015,2.830013,
ICT specialists within and outside information industries,Portugal,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2011,4.856899,
ICT specialists within and outside information industries,Portugal,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2012,4.6475,
ICT specialists within and outside information industries,Portugal,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2013,4.838671,
ICT specialists within and outside information industries,Portugal,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2014,5.785649,
ICT specialists within and outside information industries,Portugal,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2015,5.933974,
ICT specialists within and outside information industries,Portugal,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2011,93.20888,
ICT specialists within and outside information industries,Portugal,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2012,93.13806,
ICT specialists within and outside information industries,Portugal,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2013,92.79132,
ICT specialists within and outside information industries,Portugal,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2014,91.18982,
ICT specialists within and outside information industries,Portugal,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2015,91.23601,
ICT specialists within and outside information industries,Portugal,Total economy,ICT-intensive,Total,Share of jobs,2011,6.791122,
ICT specialists within and outside information industries,Portugal,Total economy,ICT-intensive,Total,Share of jobs,2012,6.861939,
ICT specialists within and outside information industries,Portugal,Total economy,ICT-intensive,Total,Share of jobs,2013,7.208681,
ICT specialists within and outside information industries,Portugal,Total economy,ICT-intensive,Total,Share of jobs,2014,8.812531,
ICT specialists within and outside information industries,Portugal,Total economy,ICT-intensive,Total,Share of jobs,2015,8.763988,
ICT specialists within and outside information industries,Portugal,Total economy,Total,Total,Share of jobs,2011,100,
ICT specialists within and outside information industries,Portugal,Total economy,Total,Total,Share of jobs,2012,100,
ICT specialists within and outside information industries,Portugal,Total economy,Total,Total,Share of jobs,2013,100,
ICT specialists within and outside information industries,Portugal,Total economy,Total,Total,Share of jobs,2014,100,
ICT specialists within and outside information industries,Portugal,Total economy,Total,Total,Share of jobs,2015,100,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2011,2.658558,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2012,2.36574,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2013,2.412707,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2014,2.568253,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2015,2.667166,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2016,2.739435,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2017,2.603658,
ICT specialists within and outside information industries,Slovak Republic,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2011,3.462207,
ICT specialists within and outside information industries,Slovak Republic,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2012,3.354343,
ICT specialists within and outside information industries,Slovak Republic,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2013,3.62985,
ICT specialists within and outside information industries,Slovak Republic,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2014,3.841731,
ICT specialists within and outside information industries,Slovak Republic,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2015,3.628344,
ICT specialists within and outside information industries,Slovak Republic,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2016,4.112162,
ICT specialists within and outside information industries,Slovak Republic,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2017,4.238008,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2011,93.87923,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2012,94.28424,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2013,93.96176,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2014,93.58576,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2015,93.70449,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2016,93.1484,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2017,93.15833,
ICT specialists within and outside information industries,Slovak Republic,Total economy,ICT-intensive,Total,Share of jobs,2011,6.120764,
ICT specialists within and outside information industries,Slovak Republic,Total economy,ICT-intensive,Total,Share of jobs,2012,5.720083,
ICT specialists within and outside information industries,Slovak Republic,Total economy,ICT-intensive,Total,Share of jobs,2013,6.042557,
ICT specialists within and outside information industries,Slovak Republic,Total economy,ICT-intensive,Total,Share of jobs,2014,6.409983,
ICT specialists within and outside information industries,Slovak Republic,Total economy,ICT-intensive,Total,Share of jobs,2015,6.29551,
ICT specialists within and outside information industries,Slovak Republic,Total economy,ICT-intensive,Total,Share of jobs,2016,6.851596,
ICT specialists within and outside information industries,Slovak Republic,Total economy,ICT-intensive,Total,Share of jobs,2017,6.841666,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Total,Total,Share of jobs,2011,100,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Total,Total,Share of jobs,2012,100,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Total,Total,Share of jobs,2013,100,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Total,Total,Share of jobs,2014,100,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Total,Total,Share of jobs,2015,100,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Total,Total,Share of jobs,2016,100,
ICT specialists within and outside information industries,Slovak Republic,Total economy,Total,Total,Share of jobs,2017,100,
ICT specialists within and outside information industries,Slovenia,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2011,3.504339,
ICT specialists within and outside information industries,Slovenia,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2012,3.282688,
ICT specialists within and outside information industries,Slovenia,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2013,3.428765,
ICT specialists within and outside information industries,Slovenia,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2014,3.449053,
ICT specialists within and outside information industries,Slovenia,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2015,3.50247,
ICT specialists within and outside information industries,Slovenia,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2016,3.479743,
ICT specialists within and outside information industries,Slovenia,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2017,3.629444,
ICT specialists within and outside information industries,Slovenia,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2011,8.700428,
ICT specialists within and outside information industries,Slovenia,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2012,9.049573,
ICT specialists within and outside information industries,Slovenia,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2013,9.256535,
ICT specialists within and outside information industries,Slovenia,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2014,9.422904,
ICT specialists within and outside information industries,Slovenia,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2015,9.687921,
ICT specialists within and outside information industries,Slovenia,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2016,9.611917,
ICT specialists within and outside information industries,Slovenia,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2017,9.564175,
ICT specialists within and outside information industries,Slovenia,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2011,87.79523,
ICT specialists within and outside information industries,Slovenia,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2012,87.66774,
ICT specialists within and outside information industries,Slovenia,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2013,87.30338,
ICT specialists within and outside information industries,Slovenia,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2014,87.11677,
ICT specialists within and outside information industries,Slovenia,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2015,86.80961,
ICT specialists within and outside information industries,Slovenia,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2016,86.90943,
ICT specialists within and outside information industries,Slovenia,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2017,86.80534,
ICT specialists within and outside information industries,Slovenia,Total economy,ICT-intensive,Total,Share of jobs,2011,12.20477,
ICT specialists within and outside information industries,Slovenia,Total economy,ICT-intensive,Total,Share of jobs,2012,12.33226,
ICT specialists within and outside information industries,Slovenia,Total economy,ICT-intensive,Total,Share of jobs,2013,12.6853,
ICT specialists within and outside information industries,Slovenia,Total economy,ICT-intensive,Total,Share of jobs,2014,12.87196,
ICT specialists within and outside information industries,Slovenia,Total economy,ICT-intensive,Total,Share of jobs,2015,13.19039,
ICT specialists within and outside information industries,Slovenia,Total economy,ICT-intensive,Total,Share of jobs,2016,13.09166,
ICT specialists within and outside information industries,Slovenia,Total economy,ICT-intensive,Total,Share of jobs,2017,13.19362,
ICT specialists within and outside information industries,Slovenia,Total economy,Total,Total,Share of jobs,2011,100,
ICT specialists within and outside information industries,Slovenia,Total economy,Total,Total,Share of jobs,2012,100,
ICT specialists within and outside information industries,Slovenia,Total economy,Total,Total,Share of jobs,2013,100,
ICT specialists within and outside information industries,Slovenia,Total economy,Total,Total,Share of jobs,2014,100,
ICT specialists within and outside information industries,Slovenia,Total economy,Total,Total,Share of jobs,2015,100,
ICT specialists within and outside information industries,Slovenia,Total economy,Total,Total,Share of jobs,2016,100,
ICT specialists within and outside information industries,Slovenia,Total economy,Total,Total,Share of jobs,2017,100,
ICT specialists within and outside information industries,Spain,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2011,2.885594,
ICT specialists within and outside information industries,Spain,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2012,2.900102,
ICT specialists within and outside information industries,Spain,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2013,2.978541,
ICT specialists within and outside information industries,Spain,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2014,2.980096,
ICT specialists within and outside information industries,Spain,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2015,2.900915,
ICT specialists within and outside information industries,Spain,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2016,3.020412,
ICT specialists within and outside information industries,Spain,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2017,3.150269,
ICT specialists within and outside information industries,Spain,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2011,4.813704,
ICT specialists within and outside information industries,Spain,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2012,5.194657,
ICT specialists within and outside information industries,Spain,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2013,5.319243,
ICT specialists within and outside information industries,Spain,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2014,5.262822,
ICT specialists within and outside information industries,Spain,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2015,5.168472,
ICT specialists within and outside information industries,Spain,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2016,5.230531,
ICT specialists within and outside information industries,Spain,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2017,5.270936,
ICT specialists within and outside information industries,Spain,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2011,92.30125,
ICT specialists within and outside information industries,Spain,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2012,91.90524,
ICT specialists within and outside information industries,Spain,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2013,91.70222,
ICT specialists within and outside information industries,Spain,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2014,91.75708,
ICT specialists within and outside information industries,Spain,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2015,91.93061,
ICT specialists within and outside information industries,Spain,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2016,91.74905,
ICT specialists within and outside information industries,Spain,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2017,91.57879,
ICT specialists within and outside information industries,Spain,Total economy,ICT-intensive,Total,Share of jobs,2011,7.699298,
ICT specialists within and outside information industries,Spain,Total economy,ICT-intensive,Total,Share of jobs,2012,8.094759,
ICT specialists within and outside information industries,Spain,Total economy,ICT-intensive,Total,Share of jobs,2013,8.297783,
ICT specialists within and outside information industries,Spain,Total economy,ICT-intensive,Total,Share of jobs,2014,8.242917,
ICT specialists within and outside information industries,Spain,Total economy,ICT-intensive,Total,Share of jobs,2015,8.069387,
ICT specialists within and outside information industries,Spain,Total economy,ICT-intensive,Total,Share of jobs,2016,8.250943,
ICT specialists within and outside information industries,Spain,Total economy,ICT-intensive,Total,Share of jobs,2017,8.421205,
ICT specialists within and outside information industries,Spain,Total economy,Total,Total,Share of jobs,2011,100,
ICT specialists within and outside information industries,Spain,Total economy,Total,Total,Share of jobs,2012,100,
ICT specialists within and outside information industries,Spain,Total economy,Total,Total,Share of jobs,2013,100,
ICT specialists within and outside information industries,Spain,Total economy,Total,Total,Share of jobs,2014,100,
ICT specialists within and outside information industries,Spain,Total economy,Total,Total,Share of jobs,2015,100,
ICT specialists within and outside information industries,Spain,Total economy,Total,Total,Share of jobs,2016,100,
ICT specialists within and outside information industries,Spain,Total economy,Total,Total,Share of jobs,2017,100,
ICT specialists within and outside information industries,Sweden,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2011,5.105527,
ICT specialists within and outside information industries,Sweden,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2012,5.306459,
ICT specialists within and outside information industries,Sweden,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2013,5.182698,
ICT specialists within and outside information industries,Sweden,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2014,5.253484,
ICT specialists within and outside information industries,Sweden,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2015,5.522546,
ICT specialists within and outside information industries,Sweden,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2016,5.633576,
ICT specialists within and outside information industries,Sweden,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2017,5.880139,
ICT specialists within and outside information industries,Sweden,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2011,8.728085,
ICT specialists within and outside information industries,Sweden,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2012,9.096787,
ICT specialists within and outside information industries,Sweden,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2013,9.358017,
ICT specialists within and outside information industries,Sweden,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2014,9.850557,
ICT specialists within and outside information industries,Sweden,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2015,10.01232,
ICT specialists within and outside information industries,Sweden,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2016,10.52779,
ICT specialists within and outside information industries,Sweden,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2017,10.70867,
ICT specialists within and outside information industries,Sweden,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2011,86.16639,
ICT specialists within and outside information industries,Sweden,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2012,85.59675,
ICT specialists within and outside information industries,Sweden,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2013,85.45707,
ICT specialists within and outside information industries,Sweden,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2014,84.89596,
ICT specialists within and outside information industries,Sweden,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2015,84.46514,
ICT specialists within and outside information industries,Sweden,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2016,83.83863,
ICT specialists within and outside information industries,Sweden,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2017,83.411,
ICT specialists within and outside information industries,Sweden,Total economy,ICT-intensive,Total,Share of jobs,2011,13.83361,
ICT specialists within and outside information industries,Sweden,Total economy,ICT-intensive,Total,Share of jobs,2012,14.40325,
ICT specialists within and outside information industries,Sweden,Total economy,ICT-intensive,Total,Share of jobs,2013,14.54072,
ICT specialists within and outside information industries,Sweden,Total economy,ICT-intensive,Total,Share of jobs,2014,15.10404,
ICT specialists within and outside information industries,Sweden,Total economy,ICT-intensive,Total,Share of jobs,2015,15.53486,
ICT specialists within and outside information industries,Sweden,Total economy,ICT-intensive,Total,Share of jobs,2016,16.16137,
ICT specialists within and outside information industries,Sweden,Total economy,ICT-intensive,Total,Share of jobs,2017,16.58881,
ICT specialists within and outside information industries,Sweden,Total economy,Total,Total,Share of jobs,2011,100,
ICT specialists within and outside information industries,Sweden,Total economy,Total,Total,Share of jobs,2012,100,
ICT specialists within and outside information industries,Sweden,Total economy,Total,Total,Share of jobs,2013,100,
ICT specialists within and outside information industries,Sweden,Total economy,Total,Total,Share of jobs,2014,100,
ICT specialists within and outside information industries,Sweden,Total economy,Total,Total,Share of jobs,2015,100,
ICT specialists within and outside information industries,Sweden,Total economy,Total,Total,Share of jobs,2016,100,
ICT specialists within and outside information industries,Sweden,Total economy,Total,Total,Share of jobs,2017,100,
ICT specialists within and outside information industries,Switzerland,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2011,4.361232,
ICT specialists within and outside information industries,Switzerland,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2012,4.673625,
ICT specialists within and outside information industries,Switzerland,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2013,4.741669,
ICT specialists within and outside information industries,Switzerland,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2014,4.876782,
ICT specialists within and outside information industries,Switzerland,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2015,4.86658,
ICT specialists within and outside information industries,Switzerland,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2016,4.718737,
ICT specialists within and outside information industries,Switzerland,Total economy,Specialist (ISCO-08: 133+215+251+252+351+352+742),Total,Share of jobs,2017,4.640976,
ICT specialists within and outside information industries,Switzerland,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2011,9.218284,
ICT specialists within and outside information industries,Switzerland,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2012,9.67326,
ICT specialists within and outside information industries,Switzerland,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2013,10.02833,
ICT specialists within and outside information industries,Switzerland,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2014,10.42867,
ICT specialists within and outside information industries,Switzerland,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2015,10.52997,
ICT specialists within and outside information industries,Switzerland,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2016,10.85047,
ICT specialists within and outside information industries,Switzerland,Total economy,"Other ICT-intensive (ISCO-08: 121+122,134+,211+,216+,231+,241+,242+243)",Total,Share of jobs,2017,10.73168,
ICT specialists within and outside information industries,Switzerland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2011,86.42048,
ICT specialists within and outside information industries,Switzerland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2012,85.65555,
ICT specialists within and outside information industries,Switzerland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2013,85.23,
ICT specialists within and outside information industries,Switzerland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2014,84.69219,
ICT specialists within and outside information industries,Switzerland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2015,84.60345,
ICT specialists within and outside information industries,Switzerland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2016,84.43101,
ICT specialists within and outside information industries,Switzerland,Total economy,Non-ICT (rest of ISCO-08 occupations),Total,Share of jobs,2017,84.62713,
ICT specialists within and outside information industries,Switzerland,Total economy,ICT-intensive,Total,Share of jobs,2011,13.57952,
ICT specialists within and outside information industries,Switzerland,Total economy,ICT-intensive,Total,Share of jobs,2012,14.34688,
ICT specialists within and outside information industries,Switzerland,Total economy,ICT-intensive,Total,Share of jobs,2013,14.77,
ICT specialists within and outside information industries,Switzerland,Total economy,ICT-intensive,Total,Share of jobs,2014,15.30545,
ICT specialists within and outside information industries,Switzerland,Total economy,ICT-intensive,Total,Share of jobs,2015,15.39655,
ICT specialists within and outside information industries,Switzerland,Total economy,ICT-intensive,Total,Share of jobs,2016,15.5692,
ICT specialists within and outside information industries,Switzerland,Total economy,ICT-intensive,Total,Share of jobs,2017,15.37265,
ICT specialists within and outside information industries,Switzerland,Total economy,Total,Total,Share of jobs,2011,100,
