Country,Product Name,Company,Type,Platforms,HW/SW,Cost,PR/OS,URL,Notes,Wikipedia,Developer,Ads,Active,data_country,data_year
Netherlands,CipherMail for Android,CipherMail,MailEncryption,And,SW,Free,PR,http://ciphermail.com/android.html,Works with existing Android mail applications to send and receive S/MIME digitally signed and encrypted e-mail.,,Martijn Brinkers ,,,,
Netherlands,Ebuddy XMS,,MessageEncryption,ioS/And/BlackBerry,SW,Free,PR,http://web.ebuddyxms.com,Proprietary cross-platform IM service. ,http://en.wikipedia.org/wiki/EBuddy,Paulo Taylor,,A,,
Netherlands,It's Hidden VPN,It's Hidden,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://itshidden.eu,,,,,A,,
Netherlands,NaCl,NaCl Project,DevTools,,SW,Free,OS,http://nacl.cr.yp.to,"Abbreviation for ""Networking and Cryptography library,"" a public domain ""...high-speed software library for network communication, encryption, decryption, signatures, etc.""",http://en.wikipedia.org/wiki/NaCl_%28software%29,"Daniel J. Bernstein, Tanja Lange, Peter Schwabe",,A,,
Netherlands,Opnsense,Deciso B.V.,Network,,SW,Free,OS,http://opnsense.org,FreeBSD-based firewall and routing platform; encrypted configuration backup on Google Drive.,,Jos Schellevis ,,A,,
Netherlands,Pastebin ,,MessageEncryption,Web-based,SW,Free,OS,http://pastebin.com,"Site for storage of plain text, often anonymously; commonly used to share short source code snippets for code review via Internet Relay Chat ",http://en.wikipedia.org/wiki/Pastebin,Paul Dixon ,,A,,
Netherlands,ProXPN,"ProXPN, B.V.",VPN,Mac/Win/iOS/And,SW,Pay,PR,http://proxpn.com,,,,,A,,
Netherlands,Secure eMail,Trilight Zone,MailEncryption,Web-based,SW,Pay,PR,http://trilightzoneorg/securemail.html,"Secure offshore e-mail service account,pgp and ssl capable,realtime storage encryption,ip is not visible, optional to use own domain. ",,,,A,,
Netherlands,SecuShare,SecuShare,DevTools,,SW,Free,OS,http://secushare.org,Social MessageEncryption service for the GNUnet P2P framework.,,Gabor X. Toth ,,A,,
Netherlands,Shade You,Shade You VPN,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://shadeyouvpn.com,,,Aleksey Igorevich Grishchenko ,,A,,
Netherlands,StartMail,StartMail ,MailEncryption,Web-based,SW,Pay,PR,http://startmail.com,One-click PGP encryption.,http://en.wikipedia.org/wiki/Ixquick,David Bodnick,,A,,
Netherlands,tinc,Tilburg University ,VPN,Mac/Win/Lin/FreeBSD/Solaris,SW,Free,OS,http://tinc-vpn.org,,http://en.wikipedia.org/wiki/Tinc_%28protocol%29,"Ivo Timmermans, Guus Sliepen",,A,,
Netherlands,TorGuard Anonymous Email,TorGuard.net ,MailEncryption,Web-based,SW,Pay,OS,http://torguard.net/anonymous-email.php,Secure G/PGP e-mail encryption.,,,,A,,
Netherlands,Twinkle,,VoIP ,Lin,SW,Free,OS,http://twinklephone.com,A softphone for VoIP and IM using the SIP protocol.  ,http://en.wikipedia.org/wiki/Twinkle_%28software%29,Michel de Boer ,,A,,
Netherlands,ZIVVER,Zivver,MailEncryption,,SW,Pay,PR,http://zivver.com,"HIPAA-compliant file, e-mail, and message encryption. In development.",,Vincent van Donselaar,,,,
New Zealand,Aprisa,4rF,Radio,N/A,HW,Pay,PR,http://4rf.com ,SCADA and telemetry applications.,,,No,A,,
New Zealand,Cryptlib,University of Auckland,DevTools,N/A,SW,Free,OS,https://www.cs.auckland.ac.nz/~pgut001/cryptlib,"Library with implementations of S/MIME and PGP/OpenPGP secure enveloping, SSL/TLS and SSH secure sessions, CA services such as CMP, SCEP, RTCS, and OCSP, secure timestamping, etc.",http://en.wikipedia.org/wiki/Cryptlib,Peter Guttman ,,A,,
New Zealand,Mega,Mega,CloudEncryption,,SW,Free,PR,http://mega.co.nz,Data is encrypted client-side using the AES algorithm.,http://en.wikipedia.org/wiki/Mega_%28service%29,,,A,,
New Zealand,Perfect Privacy,Vectura Data Management Ltd.,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://perfect-privacy.com,,http://en.wikipedia.org/wiki/Information-theoretic_security,,,A,,
Norway,Crypho,Crypho,MessageEncryption,iOS/And/Browsers,SW,Free,OS,http://crypho.com,Key exchange and encryption with ElGamal elliptic-curve cryptography and AES 256.,,Geir Baekholt ,,A,,
Norway,m2 circles Messenger,M2 Secure AS ,MessageEncryption,Win/Lin/And,SW,Free,OS,http://m2circles.com,"Secure session peer-to-peer with end-to-end encryption (AES128, RSA2048) using random session keys.",,Leif H. Auke,,A,,
Norway,PGPFone,PGPi.org,Telephone,Mac/Win,SW,Free,OS,http://pgpi.org/products/pgpfone,"Secure voice telephony system using ephemeral Diffie-Hellman protocol to establish a session key, which is then used to encrypt the stream of voice packets.",http://en.wikipedia.org/wiki/PGPfone,,,A,,
Norway,Runbox,Runbox,MailEncryption,Web-based,SW,Pay,PR,http://runbox.com,"Perfect forward secrecy SSL, extended validation, and encryption options.",,,,A,,
Panama,Anonymous Speech,AnonymousSpeech.com ,MailEncryption,Web-based,SW,Pay,PR,http://anonymousspeech.com/default.aspx,128-bit encryption between browser and mail servers; all login information stored as salted hash values.,,Michael Weber,,A,,
Panama,Connect in Private,Connect in Private Corp.,DevTools,,SW,Pay,PR,http://www.connectinprivate.com,"Certificate-Less Authentication and Encryption (CLAE) is an asymmetric encryption algorithm based on HP's Voltage Security Identity Based Encryption IBE patent, including authentication at the application layer. ",,,,A,,
Panama,NordVPN,Tefincom co S.A ,VPN,,SW,Pay,PR,http://nordvpn.com,,,,,A,,
Panama,Sub Rosa Secure Email Service,Epiphyte LLC ,MailEncryption,Web-based,SW,Pay,PR,http://novo-ordo.com,Supports encryption with Enigmail plugin.,,,,A,,
Philippines,Gliph,"Gliph, Inc. ",MessageEncryption,Web-based,SW,Free,PR,http://gli.ph,Secure MessageEncryption and bitcoin payment app.,,,,A,,
Philippines,rasptor,,DevTools,,SW,Free,OS,http://github.com/jayfajardo/rasptor,Install and configuration script to set up a Raspberry Pi as a TOR proxy. ,,Jay Fajardo ,,A,,
Poland,Kadu,KaduTeam,MessageEncryption,Mac/Win,SW,Free,OS,http://kadu.im,Open source Gadu-Gadu and Jabber/XMPP protocol IM client.,http://en.wikipedia.org/wiki/Kadu_%28software%29,Piotr Galiszewski ,,A,,
Poland,stunnel,,DevTools,,SW,Free,PR,http://stunnel.org,Proxy adding TLS encryption functionality to existing clients and servers without changes in code. ,http://en.wikipedia.org/wiki/Stunnel,Michal Trojnara,,A,,
Poland,VMPCrypt,OHTON EXPO Okna Wrocław,FileEncryption,Win,SW,Free,PR,http://vmpcrypt.com,The VMPC function is the core of the VMPC Encryption Technology applied in VMPCrypt.  ,,Bartosz Zoltak,,A,,
Romania,CyberGhost VPN,CyberGhost S.R.L. ,VPN,,SW,Pay,PR,http://cyberghostvpn.com,,,Robert Knapp,,A,,
Romania,Invisible Browsing VPN,Amplusnet SRL ,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://ibvpn.com,,,,,A,,
Romania,VPN Baron,Hexville SRL,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://vpnbaron.com,,,,,A,,
Romania,VPN.AC,Netsec Interactive Solutions ,VPN,Mac/Win/And,SW,Pay,PR,http://vpn.ac,,,,,A,,
Russia,7-Zip,7-Zip,FileEncryption,Win,SW,Free,OS,http://7-zip.org ,File archiver; supports 256-bit AES cipher.,http://en.wikipedia.org/wiki/7-Zip,Igor Pavlov,No,A,,
Russia,Blockhost-MDZ,GasInformService Ltd dba Informativeness,DiskEncryption,Win,SW,Pay,PR,http://gaz-is.ru/produkty/zashchita-ot-nsd/blockhost-mdz.html,Downloads OS only after authorization procedures.,,,,A,,
Russia,Bombus,,MessageEncryption,Win/And,SW,Free,OS,http://bombus-im.org,GPL instant MessageEncryption client for the XMPP protocol. ,http://en.wikipedia.org/wiki/Bombus_%28software%29,Evgenij Stahov ,,A,,
Russia,Cables Communication,,MessageEncryption,Lin,SW,Free,PR,http://dee.su/cables,"Implements secure and anonymous communication using e-mail-like addresses, pioneered in Liberté Linux. ",,Maxim Kammerer,,A,,
Russia,Crypto-Pro,КриптоПро ,Network,,SW,Pay,PR,http://cryptopro.ru,Offers a variety of products.,http://en.wikipedia.org/wiki/GOST_%28hash_function%29#CryptoPro_S-box,,,A,,
Russia,CyberSafe Disk Encryption,"Russian Merchant Guild, LLC",DiskEncryption,,SW,Pay,OS,http://cybersafesoft.com/products/cybersafe-disk-encryption,"Enables users to encrypt local disk partitions, create virtual encrypted drives. Encryption is symmetric algorithm–based with a key length up to 448 bits. Encrypted files are password-protected.",,,,A,,
Russia,CyberSafe Files Encryption,"Russian Merchant Guild, LLC",FileEncryption,,SW,Pay,PR,http://cybersafesoft.com/products/files-encryption,"Employs OpenSSl, OpenPGP, CryptoPro CSP, and supports AES, RSA, BlowFish, GOST with a key length of up to 448 bits for symmetric and 8192 bits for asymmetric algorithms.",,,,A,,
Russia,CyberSafe Mail Encryption,"Russian Merchant Guild, LLC",MailEncryption,Win,SW,Pay,PR,http://cybersafesoft.com/products/mail-encryption,Microsoft Outlook plugin for e-mail encryption.,,,,A,,
Russia,DarkSMS,,MessageEncryption,And,SW,Free,PR,http://play.google.com/store/apps/details?id=ru.ivanovpv.gorets.psm,Encrypted SMS MessageEncryption.,,Pavel Ivanov,,A,,
Russia,DiskCryptor,,DiskEncryption,Windows,SW,Free,OS,http://diskcryptor.net,Allows encryption of an entire PC's hard drive or individual partitions.,http://en.wikipedia.org/wiki/DiskCryptor,Anonymous,No,A,,
Russia,EDS (Encrypted Data Store ),SovWorks,FileEncryption,And,SW,Pay,PR,http://sovworks.com/eds,"Enables storage of files in an encrypted container. TrueCrypt, VeraCrypt, LUKS, CyberSafe container files are supported. Can operate in normal and mounted modes.",,Oleg Sarychev ,,A,,
Russia,InfoEncrypt,,MessageEncryption,Web-based,SW,Free,PR,http://infoencrypt.com,Web-based text encryption.,,Igor Artamonov ,,A,,
Russia,Psi+ ,,MessageEncryption,Mac/Win/Lin,SW,Free,OS,http://psi-plus.com,Multi-platform IM client for power users with built-in OTR support. ,http://en.wikipedia.org/wiki/Psi_%28instant_MessageEncryption_client%29,Andy Gorelow ,,A,,
Russia,Secret Disk Enterprise,Aladdin,Network,Win,HW,Pay,PR,http://aladdin-rd.ru ,FSB certified.,,,,,,
Russia,Telegram,Telegram Messenger LLP ,MessageEncryption,Mac/iOS/And,SW,Pay,OS,http://telegram.org,Provides optional end-to-end encrypted MessageEncryption with self-destruct timers. ,http://en.wikipedia.org/wiki/Telegram_%28software%29,Pavel Durov,,,,
Russia,Tkabber,,MessageEncryption,Mac/Win/Lin,SW,Free,OS,http://tkabber.jabber.ru,"GPL instant MessageEncryption client for the XMPP protocol, which uses the Tk toolkit for the GUI. ",http://en.wikipedia.org/wiki/Tkabber,Alexey Shchepin,,A,,
Russia,Xabber,Redsolution Inc. ,MessageEncryption,And,SW,Free,OS,http://xabber.org,Open-source XMPP client for Android; supports multiple XEPs and OTR chat encryption.,,,,A,,
Saudi Arabia,Converse.js,,Chat,Browsers,SW,Free,OS,http://conversejs.org,XMPP chat client.,,J.C. Brand,,A,,
Saudi Arabia,Crypto Ghost,,FileEncryption,And,SW,Free,OS,http://cryptoghost.com,"Uses AES algorithm in GCM mode with 256-bit key length,.",,Ahmad Almorabea,,A,,
Saudi Arabia,SeeCrypt,Seecrypt Group Inc.  ,Telephone,iOS/And/BlackBerry,SW,Pay,PR,http://seecrypt.com,Secure communications app.,,,,A,,
Seychelles,Anonymouse,Anonymous S.A. c/o Howatson ,AnonProxy,Web-based,SW,Free,PR,http://anonymouse.org,Anonymous web proxy.,,,,A,,
Seychelles,Astrill,Astrill Systems Corporation ,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://astrill.com,,,,,A,,
Seychelles,NextGen VPN,NetServices LLC,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://nextgenvpn.com,,http://en.wikipedia.org/wiki/Nextgen_Networks,,,A,,
Seychelles,ProxySH,Proxy.sh,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://proxy.sh,,,,,A,,
Seychelles,Smart DNS Proxy,"Global Stealth, Inc. ",AnonProxy,,SW,Pay,PR,http://smartdnsproxy.com,Works with any Internet-enabled device.,http://en.wikipedia.org/wiki/Smart_DNS_proxy_server,,,A,,
Seychelles,Smart VPN,"Global Stealth, Inc. ",VPN,,SW,Pay,PR,http://smartdnsproxy.com,,,,,A,,
Seychelles,TorrentPrivacy,TorrentPrivacy,VPN,Mac/Win,SW,Pay,PR,http://torrentprivacy.com,,,,,A,,
Singapore,BeeTalk,BeeTalk Mobile,MessageEncryption,iOS/And,SW,Free,PR,http://beetalkmobile.com ,Mobile social networking platform; disappearing message feature.,http://en.wikipedia.org/wiki/BeeTalk,,,A,,
Singapore,Deadbolt,Rune Information Security Corporation,FileEncryption,Mac/Win,SW,Pay,PR,http://runeisc.com/index.php/products-solutions/products/deadbolt,Combined SW/HW security system: a secure flash drive and toolbar compatible with most e-mail clients and webmail.,,Mac/Win,,A,,
Singapore,EncryptOnClick,2BrightSparks Pte. Ltd,FileEncryption,Win,SW,Free,PR,http://www.2brightsparks.com/onclick/eoc.html,256-bit AES.,,Michael de Sousa,,A,,
Singapore,No Limit VPN,NolimitVPN ,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://nolimitvpn.com,,,,,A,,
Singapore,OnTalk,TreeBox Solutions,Multi,,HW,Pay,PR,http://treeboxsolutions.com ,Centrally managed and controlled back-end server; classified information is secured via OnTalk® Security Card (MicroSD).,,,,A,,
Slovakia,DESLock+ Data Encryption,ESET,FileEncryption,Win,SW,Pay,PR,http://eset.com/us/products/deslock-data-encryption,"Data encryption for files on hard drives, portable devices and sent via e-mail. FIPS 140-2 level 1; AES 256-bit, AES 128-bit, SHA 256-bit, SHA1 160-bit, RSA 1024-bit, Triple-DES 112-bit, Blowfish 128-bit.",http://en.wikipedia.org/wiki/ESET,"Rudolf Hrubý, Peter Paško, Miroslav Trnka",,A,,
Slovakia,Tiger VPN,Tiger At Work & Co. k. s. ,VPN,Mac/Win/Lin,SW,Pay,PR,http://tigervpn.com,,,,,A,,
South Korea,AhnLab TrusGuard,AhnLab,Network,N/A,HW,Pay,PR,http://global.ahnlab.com/site/product/productSubDetail.do?prodSeq=5690,"Includes encryption algorithms for 3DES, AES (128, 192, 256), SEED, and ARIA.",http://en.wikipedia.org/wiki/AhnLab_Inc,,,,,
South Korea,KakaoTalk,Kakao Corp.,MessageEncryption,Mac/Win/iOS/And/BlackBerry,SW,Free,PR,http://kakao.com/talk,Mobile IM application for smartphones with free text and free call features. All data encrypted.,http://en.wikipedia.org/wiki/KakaoTalk,,,A,,
South Korea,Line,LINE Corporation ,MessageEncryption,Mac/Win/Lin/iOS/And/BlackBerry/Browsers,SW,Free,PR,http://line.me,"Enables end-to-end encryption. Offers “hidden chat” featuring separate, one-to-one chat rooms and limited-time MessageEncryption.",http://en.wikipedia.org/wiki/Line_Corporation,,,A,,
Spain,BoxCryptor,SECOMDATA,CloudEncryption,Mac/Win/iOS/And,SW,Pay,PR,http://boxcryptor.com,AES-256 and RSA encryption; file based on-the-fly encryption.,,"Andrea Pfundmeier, Robert Freudenreich",,A,,
Spain,Cellcrypt,SECOMDATA,Telephone,,SW,Pay,PR,http://secomdata.com/productos/telefon%C3%ADa-m%C3%B3vil-cifrada,"FIPS 140-2 standard. Includes 2048-bit RSA algorithm for authentication, elliptic-curve Diffie-Hellman, RSA key exchange protocols and encryption AES 256-bit voice encryption. Data is encrypted twice with 256-bit RC4 and AES.",,,,A,,
Spain,Cryptosec Mail,Realsec,MailEncryption,Mac/Win/Lin/iOS/And,HW,Pay,PR,http://realsec.com/en/wp-content/uploads/2013/12/Datasheet-Cryptosec-Mail_English.pdf,"Mail selective encryption with support: RC2_CBC, AES128_CBC, AES256_CBC, DES_ED3_CBC, CAMELLIA256_CBC.",,Sebastian Munoz ,,A,,
Spain,Fleep,Fleep Technologies,MessageEncryption,,SW,Free,PR,http://fleep.io,Pay version also available. Developer: Henn Ruukel.,,,No,A,,
Spain,OpenPGP Manager,Harpagosoft,MailEncryption,And,SW,Pay,PR,http://pgpmanager.blogspot.com,"Password-based encryption/decryption (AES-256, 3DES, RC2...) of mail and files.",,Ramses Rodriguez Martinez,,A,,
Spain,Qlink,Qlink,MessageEncryption,iOS/And/Browsers,SW,Free,PR,http://qlink.it,Enables client-side encryption of messages with default auto-destruct after reading.,,"Ezequiel Alvarez, Ricardo Bianchi, Lucas Mingarro, César Miquel ",,A,,
Spain,Upptalk (formerly Yullop),UppTalk S.L.  ,VoIP ,And/BlackBerry,SW,Free,PR,http://upptalk.com,VoIP service and software application that provides mobile phone numbers in the cloud and allows users to call or text any phone for free.,http://en.wikipedia.org/wiki/Upptalk,Jochen Doppelhammer,,A,,
St. Kitts and Nevis,Octane VPN,"Octane Networks, LLC ",VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://octanevpn.com,,,,,A,,
Sweden,AxCrypt,Axantum,FileEncryption,Win,SW,Free,OS,http://axantum.com/axcrypt ,"Compress, encrypt, decrypt, store, send and work with individual files. AES encryption with 128-bit keys.",,,No,A,,
Sweden,Azire VPN,Nessla AB ,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://azirevpn.com,,,,,A,,
Sweden,Bitmask Encrypted Email  ,LEAP Encryption Access Project ,MailEncryption,Win/And,SW,Free,OS,http://bitmask.net/en/features#email,Backward-J470compatible with the existing OpenPGP protocol for secure e-mail.,,,,A,,
Sweden,Bitmask VPN,LEAP Encryption Access Project ,VPN,Win,SW,Free,OS,http://bitmask.net ,,,,,A,,
Sweden,Coccinella,,MessageEncryption,Mac/Win/Lin/BSD,SW,Free,OS,http://coccinella.im,Cross-platform client for the XMPP/Jabber-instant MessageEncryption-protocol. ,http://en.wikipedia.org/wiki/Coccinella_%28software%29,Mats Bengtsson ,,A,,
Sweden,Countermail,Intergrid AB,MailEncryption,Mac/Win/Lin,SW,Pay,PR,http://countermail.com,"OpenPGP, with 4096 bits encryption keys ",,Mr. Andersson,,A,,
Sweden,CrypTech,Swedish University Network ,DevTools,,HW,Free,OS,http://cryptech.is,Open-source hardware cryptographic engine; in development.,,Randy Bush  ,,A,,
Sweden,Cryptify Caller Application,Cryptify,Telephone,Mac/iOS/And,SW,Pay,PR,http://cryptify.com,"Engineered to ensure secure calls with high voice quality, over either WiFi or mobile broadband.",,Micael Berg ,,A,,
Sweden,CryptTalk,Arenim Technologies AB,MessageEncryption,iOS,SW,Free,PR,http://crypttalk.com,Secure peer-to-peer calling; end-to-end encryption,,,,A,,
Sweden,Filkrypto,Tutus Digital Gatekeepers. ,FileEncryption,Win,SW,Pay,PR,http://tutus.se/products/file-encryption.html,"Encryption algorithm: AES in CBC-mode Keys: Symmetric, 256-bit Integrity hash function: HMAC with SHA-256",,,,A,,
Sweden,Froot VPN,FrootVPN,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://frootvpn.com,,,,,A,,
Sweden,Guardian Portable ,CTWO Products ,DiskEncryption,Mac/Win/Lin,SW,Pay,PR,http://safexs.info/products/guardian-portable,For encryption of USB drives. AES 256 bit in CBC-Mode.,,Jorgen Carlsson ,,A,,
Sweden,Hemlis,,MessageEncryption,,SW,Free,OS,http://heml.is,Encrypted MessageEncryption project co-founded by Pirate Bay founder. Website unavailable; project development stopped in June 2015; see http://blog.brokep.com/2015/04/22/update-on-heml-is/.,,Peter Sunde Kolmisoppi ,,N,,
