Indicator,Country,Variable,Unit,Scope,Time,Value,Flags
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,49.75717,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,48.23008,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,51.5896,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,42.7427,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,40.64197,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,39.71208,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,57.5813,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,39.7551,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,51.14307,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Spain,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,48.71429,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,49.8383,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,41.917,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,47.6862,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,39.91206,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,37.3784,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,52.4245,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,49.7613,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,62.53038,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Sweden,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,47.48092,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Switzerland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,55.01341,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Switzerland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,54.75977,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Switzerland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,38.05215,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Switzerland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,31.05543,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Switzerland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,60.1571,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Switzerland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,59.87861,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,30.6564,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,44.8592,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,54.93121,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,45.81075,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,24.1808,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,42.0761,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,51.27429,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,40.73212,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,36.8947,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,39.6755,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,52.15445,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Turkey,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,40.65287,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",United Kingdom,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,26.5035,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",United Kingdom,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,27.129,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",United Kingdom,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,23.08423,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",United Kingdom,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,36.34703,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",United Kingdom,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,29.0445,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",United Kingdom,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,30.74371,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",United Kingdom,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,48.32556,
