Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Pillar,Sub-Pillar,UN Member States
Austria,2021,Global Wellbeing Initiative (World Happiness Index),7.268,4.626732,True,People,Digital Wellbeing,x
Australia,2021,Global Wellbeing Initiative (World Happiness Index),7.183,4.584317,True,People,Digital Wellbeing,x
Israel,2021,Global Wellbeing Initiative (World Happiness Index),7.157,4.571343000000001,True,People,Digital Wellbeing,x
Germany,2021,Global Wellbeing Initiative (World Happiness Index),7.155,4.5703450000000005,True,People,Digital Wellbeing,x
Canada,2021,Global Wellbeing Initiative (World Happiness Index),7.103,4.544397,True,People,Digital Wellbeing,x
Ireland,2021,Global Wellbeing Initiative (World Happiness Index),7.085,4.535415,True,People,Digital Wellbeing,x
Costa Rica,2021,Global Wellbeing Initiative (World Happiness Index),7.069,4.527431,True,People,Digital Wellbeing,x
United Kingdom of Great Britain and Northern Ireland (the),2021,Global Wellbeing Initiative (World Happiness Index),7.064,4.524936,True,People,Digital Wellbeing,x
Czechia,2021,Global Wellbeing Initiative (World Happiness Index),6.965,4.475535,True,People,Digital Wellbeing,x
United States of America (the),2021,Global Wellbeing Initiative (World Happiness Index),6.951,4.468549,True,People,Digital Wellbeing,x
Belgium,2021,Global Wellbeing Initiative (World Happiness Index),6.834,4.410166,True,People,Digital Wellbeing,x
France,2021,Global Wellbeing Initiative (World Happiness Index),6.69,4.338310000000001,True,People,Digital Wellbeing,x
Bahrain,2021,Global Wellbeing Initiative (World Happiness Index),6.647,4.316853,True,People,Digital Wellbeing,x
Malta,2021,Global Wellbeing Initiative (World Happiness Index),6.602,4.294398,True,People,Digital Wellbeing,x
United Arab Emirates (the),2021,Global Wellbeing Initiative (World Happiness Index),6.561,4.273939,True,People,Digital Wellbeing,x
Saudi Arabia,2021,Global Wellbeing Initiative (World Happiness Index),6.494,4.240506,True,People,Digital Wellbeing,x
Spain,2021,Global Wellbeing Initiative (World Happiness Index),6.491,4.239009,True,People,Digital Wellbeing,x
Italy,2021,Global Wellbeing Initiative (World Happiness Index),6.483,4.235017,True,People,Digital Wellbeing,x
Slovenia,2021,Global Wellbeing Initiative (World Happiness Index),6.461,4.224039,True,People,Digital Wellbeing,x
Guatemala,2021,Global Wellbeing Initiative (World Happiness Index),6.435,4.211065,True,People,Digital Wellbeing,x
Uruguay,2021,Global Wellbeing Initiative (World Happiness Index),6.431,4.209069,True,People,Digital Wellbeing,x
Singapore,2021,Global Wellbeing Initiative (World Happiness Index),6.377,4.182123,True,People,Digital Wellbeing,x
Kosovo (UNSCR 1244),2021,Global Wellbeing Initiative (World Happiness Index),6.372,4.179628,True,People,Digital Wellbeing,y
Slovakia,2021,Global Wellbeing Initiative (World Happiness Index),6.331,4.159169,True,People,Digital Wellbeing,x
Brazil,2021,Global Wellbeing Initiative (World Happiness Index),6.33,4.15867,True,People,Digital Wellbeing,x
Mexico,2021,Global Wellbeing Initiative (World Happiness Index),6.317,4.152183,True,People,Digital Wellbeing,x
Jamaica,2021,Global Wellbeing Initiative (World Happiness Index),6.309,4.148191000000001,True,People,Digital Wellbeing,x
Lithuania,2021,Global Wellbeing Initiative (World Happiness Index),6.255,4.121245,True,People,Digital Wellbeing,x
Cyprus,2021,Global Wellbeing Initiative (World Happiness Index),6.223,4.105277,True,People,Digital Wellbeing,x
Estonia,2021,Global Wellbeing Initiative (World Happiness Index),6.189,4.088311,True,People,Digital Wellbeing,x
Panama,2021,Global Wellbeing Initiative (World Happiness Index),6.18,4.08382,True,People,Digital Wellbeing,x
Uzbekistan,2021,Global Wellbeing Initiative (World Happiness Index),6.179,4.083321,True,People,Digital Wellbeing,x
Chile,2021,Global Wellbeing Initiative (World Happiness Index),6.172,4.079828,True,People,Digital Wellbeing,x
Poland,2021,Global Wellbeing Initiative (World Happiness Index),6.166,4.076834,True,People,Digital Wellbeing,x
Kazakhstan,2021,Global Wellbeing Initiative (World Happiness Index),6.152,4.069848,True,People,Digital Wellbeing,x
Romania,2021,Global Wellbeing Initiative (World Happiness Index),6.14,4.06386,True,People,Digital Wellbeing,x
Kuwait,2021,Global Wellbeing Initiative (World Happiness Index),6.106,4.046894,True,People,Digital Wellbeing,x
Serbia,2021,Global Wellbeing Initiative (World Happiness Index),6.078,4.032922,True,People,Digital Wellbeing,x
El Salvador,2021,Global Wellbeing Initiative (World Happiness Index),6.061,4.024439,True,People,Digital Wellbeing,x
Mauritius,2021,Global Wellbeing Initiative (World Happiness Index),6.049,4.018451000000001,True,People,Digital Wellbeing,x
Latvia,2021,Global Wellbeing Initiative (World Happiness Index),6.032,4.009968000000001,True,People,Digital Wellbeing,x
Colombia,2021,Global Wellbeing Initiative (World Happiness Index),6.012,3.999988,True,People,Digital Wellbeing,x
Hungary,2021,Global Wellbeing Initiative (World Happiness Index),5.992,3.990008,True,People,Digital Wellbeing,x
Thailand,2021,Global Wellbeing Initiative (World Happiness Index),5.985,3.986515,True,People,Digital Wellbeing,x
Nicaragua,2021,Global Wellbeing Initiative (World Happiness Index),5.972,3.980028,True,People,Digital Wellbeing,x
Japan,2021,Global Wellbeing Initiative (World Happiness Index),5.94,3.96406,True,People,Digital Wellbeing,x
Argentina,2021,Global Wellbeing Initiative (World Happiness Index),5.929,3.958571,True,People,Digital Wellbeing,x
Portugal,2021,Global Wellbeing Initiative (World Happiness Index),5.929,3.958571,True,People,Digital Wellbeing,x
Honduras,2021,Global Wellbeing Initiative (World Happiness Index),5.919,3.953581,True,People,Digital Wellbeing,x
Croatia,2021,Global Wellbeing Initiative (World Happiness Index),5.882,3.935118,True,People,Digital Wellbeing,x
Philippines (the),2021,Global Wellbeing Initiative (World Happiness Index),5.88,3.93412,True,People,Digital Wellbeing,x
Republic of Korea (the),2021,Global Wellbeing Initiative (World Happiness Index),5.845,3.916655,True,People,Digital Wellbeing,x
Peru,2021,Global Wellbeing Initiative (World Happiness Index),5.84,3.91416,True,People,Digital Wellbeing,x
Bosnia and Herzegovina,2021,Global Wellbeing Initiative (World Happiness Index),5.813,3.900687,True,People,Digital Wellbeing,x
Republic of Moldova (the),2021,Global Wellbeing Initiative (World Happiness Index),5.766,3.877234,True,People,Digital Wellbeing,x
Ecuador,2021,Global Wellbeing Initiative (World Happiness Index),5.764,3.876236,True,People,Digital Wellbeing,x
Kyrgyzstan,2021,Global Wellbeing Initiative (World Happiness Index),5.744,3.866256,True,People,Digital Wellbeing,x
Greece,2021,Global Wellbeing Initiative (World Happiness Index),5.723,3.855777,True,People,Digital Wellbeing,x
Bolivia (Plurinational State of),2021,Global Wellbeing Initiative (World Happiness Index),5.716,3.852284,True,People,Digital Wellbeing,x
Mongolia,2021,Global Wellbeing Initiative (World Happiness Index),5.677,3.832823,True,People,Digital Wellbeing,x
Paraguay,2021,Global Wellbeing Initiative (World Happiness Index),5.653,3.820847,True,People,Digital Wellbeing,x
Montenegro,2021,Global Wellbeing Initiative (World Happiness Index),5.581,3.784919,True,People,Digital Wellbeing,x
Dominican Republic (the),2021,Global Wellbeing Initiative (World Happiness Index),5.545,3.766955,True,People,Digital Wellbeing,x
Belarus,2021,Global Wellbeing Initiative (World Happiness Index),5.534,3.761466,True,People,Digital Wellbeing,x
Russian Federation (the),2021,Global Wellbeing Initiative (World Happiness Index),5.477,3.733023,True,People,Digital Wellbeing,x
Tajikistan,2021,Global Wellbeing Initiative (World Happiness Index),5.466,3.727534,True,People,Digital Wellbeing,x
Viet Nam,2021,Global Wellbeing Initiative (World Happiness Index),5.411,3.700089,True,People,Digital Wellbeing,x
Libya,2021,Global Wellbeing Initiative (World Happiness Index),5.41,3.69959,True,People,Digital Wellbeing,x
Malaysia,2021,Global Wellbeing Initiative (World Happiness Index),5.384,3.686616,True,People,Digital Wellbeing,x
Indonesia,2021,Global Wellbeing Initiative (World Happiness Index),5.345,3.667155,True,People,Digital Wellbeing,x
Congo (the),2021,Global Wellbeing Initiative (World Happiness Index),5.342,3.665658,True,People,Digital Wellbeing,x
China,2021,Global Wellbeing Initiative (World Happiness Index),5.339,3.664161,True,People,Digital Wellbeing,x
Côte d'Ivoire,2021,Global Wellbeing Initiative (World Happiness Index),5.306,3.647694,True,People,Digital Wellbeing,x
Armenia,2021,Global Wellbeing Initiative (World Happiness Index),5.283,3.636217,True,People,Digital Wellbeing,x
Nepal,2021,Global Wellbeing Initiative (World Happiness Index),5.269,3.629231,True,People,Digital Wellbeing,x
Bulgaria,2021,Global Wellbeing Initiative (World Happiness Index),5.266,3.627734,True,People,Digital Wellbeing,x
Maldives,2021,Global Wellbeing Initiative (World Happiness Index),5.198,3.593802,True,People,Digital Wellbeing,x
Azerbaijan,2021,Global Wellbeing Initiative (World Happiness Index),5.171,3.5803290000000003,True,People,Digital Wellbeing,x
Cameroon,2021,Global Wellbeing Initiative (World Happiness Index),5.142,3.5658580000000004,True,People,Digital Wellbeing,x
Senegal,2021,Global Wellbeing Initiative (World Happiness Index),5.132,3.560868,True,People,Digital Wellbeing,x
Albania,2021,Global Wellbeing Initiative (World Happiness Index),5.117,3.553383,True,People,Digital Wellbeing,x
North Macedonia,2021,Global Wellbeing Initiative (World Happiness Index),5.101,3.545399,True,People,Digital Wellbeing,x
Ghana,2021,Global Wellbeing Initiative (World Happiness Index),5.088,3.5389120000000003,True,People,Digital Wellbeing,x
Niger (the),2021,Global Wellbeing Initiative (World Happiness Index),5.074,3.531926,True,People,Digital Wellbeing,x
Turkmenistan,2021,Global Wellbeing Initiative (World Happiness Index),5.066,3.527934,True,People,Digital Wellbeing,x
Gambia (the),2021,Global Wellbeing Initiative (World Happiness Index),5.051,3.520449,True,People,Digital Wellbeing,x
Benin,2021,Global Wellbeing Initiative (World Happiness Index),5.045,3.517455,True,People,Digital Wellbeing,x
Lao People's Democratic Republic (the),2021,Global Wellbeing Initiative (World Happiness Index),5.03,3.50997,True,People,Digital Wellbeing,x
Bangladesh,2021,Global Wellbeing Initiative (World Happiness Index),5.025,3.5074750000000003,True,People,Digital Wellbeing,x
Guinea,2021,Global Wellbeing Initiative (World Happiness Index),4.984,3.487016,True,People,Digital Wellbeing,x
South Africa,2021,Global Wellbeing Initiative (World Happiness Index),4.956,3.473044,True,People,Digital Wellbeing,x
Turkey,2021,Global Wellbeing Initiative (World Happiness Index),4.948,3.4690520000000005,True,People,Digital Wellbeing,x
Pakistan,2021,Global Wellbeing Initiative (World Happiness Index),4.934,3.462066,True,People,Digital Wellbeing,x
Morocco,2021,Global Wellbeing Initiative (World Happiness Index),4.918,3.454082,True,People,Digital Wellbeing,x
Venezuela (Bolivarian Republic of),2021,Global Wellbeing Initiative (World Happiness Index),4.892,3.4411080000000003,True,People,Digital Wellbeing,x
Georgia,2021,Global Wellbeing Initiative (World Happiness Index),4.891,3.4406090000000003,True,People,Digital Wellbeing,x
Algeria,2021,Global Wellbeing Initiative (World Happiness Index),4.887,3.438613,True,People,Digital Wellbeing,x
Ukraine,2021,Global Wellbeing Initiative (World Happiness Index),4.875,3.4326250000000003,True,People,Digital Wellbeing,x
Iraq,2021,Global Wellbeing Initiative (World Happiness Index),4.854,3.422146,True,People,Digital Wellbeing,x
Gabon,2021,Global Wellbeing Initiative (World Happiness Index),4.852,3.421148,True,People,Digital Wellbeing,x
Burkina Faso,2021,Global Wellbeing Initiative (World Happiness Index),4.834,3.412166,True,People,Digital Wellbeing,x
Cambodia,2021,Global Wellbeing Initiative (World Happiness Index),4.83,3.41017,True,People,Digital Wellbeing,x
Mozambique,2021,Global Wellbeing Initiative (World Happiness Index),4.794,3.392206,True,People,Digital Wellbeing,x
Nigeria,2021,Global Wellbeing Initiative (World Happiness Index),4.759,3.374741,True,People,Digital Wellbeing,x
Mali,2021,Global Wellbeing Initiative (World Happiness Index),4.723,3.356777,True,People,Digital Wellbeing,x
Iran (Islamic Republic of),2021,Global Wellbeing Initiative (World Happiness Index),4.721,3.355779,True,People,Digital Wellbeing,x
Uganda,2021,Global Wellbeing Initiative (World Happiness Index),4.636,3.3133640000000004,True,People,Digital Wellbeing,x
Liberia,2021,Global Wellbeing Initiative (World Happiness Index),4.625,3.307875,True,People,Digital Wellbeing,x
Kenya,2021,Global Wellbeing Initiative (World Happiness Index),4.607,3.2988930000000005,True,People,Digital Wellbeing,x
Tunisia,2021,Global Wellbeing Initiative (World Happiness Index),4.596,3.293404,True,People,Digital Wellbeing,x
Lebanon,2021,Global Wellbeing Initiative (World Happiness Index),4.584,3.287416,True,People,Digital Wellbeing,x
Namibia,2021,Global Wellbeing Initiative (World Happiness Index),4.574,3.282426,True,People,Digital Wellbeing,x
Myanmar,2021,Global Wellbeing Initiative (World Happiness Index),4.426,3.208574,True,People,Digital Wellbeing,x
Jordan,2021,Global Wellbeing Initiative (World Happiness Index),4.395,3.193105,True,People,Digital Wellbeing,x
Chad,2021,Global Wellbeing Initiative (World Happiness Index),4.355,3.1731450000000003,True,People,Digital Wellbeing,x
Sri Lanka,2021,Global Wellbeing Initiative (World Happiness Index),4.325,3.1581750000000004,True,People,Digital Wellbeing,x
Eswatini,2021,Global Wellbeing Initiative (World Happiness Index),4.308,3.149692,True,People,Digital Wellbeing,x
Comoros (the),2021,Global Wellbeing Initiative (World Happiness Index),4.289,3.140211,True,People,Digital Wellbeing,x
Egypt,2021,Global Wellbeing Initiative (World Happiness Index),4.283,3.1372170000000006,True,People,Digital Wellbeing,x
Ethiopia,2021,Global Wellbeing Initiative (World Happiness Index),4.275,3.1332250000000004,True,People,Digital Wellbeing,x
Mauritania,2021,Global Wellbeing Initiative (World Happiness Index),4.227,3.1092730000000004,True,People,Digital Wellbeing,x
Madagascar,2021,Global Wellbeing Initiative (World Happiness Index),4.208,3.099792,True,People,Digital Wellbeing,x
Togo,2021,Global Wellbeing Initiative (World Happiness Index),4.107,3.049393,True,People,Digital Wellbeing,x
Zambia,2021,Global Wellbeing Initiative (World Happiness Index),4.073,3.032427,True,People,Digital Wellbeing,x
Sierra Leone,2021,Global Wellbeing Initiative (World Happiness Index),3.849,2.9206510000000003,True,People,Digital Wellbeing,x
India,2021,Global Wellbeing Initiative (World Happiness Index),3.819,2.9056810000000004,True,People,Digital Wellbeing,x
Burundi,2021,Global Wellbeing Initiative (World Happiness Index),3.775,2.883725,True,People,Digital Wellbeing,x
Yemen,2021,Global Wellbeing Initiative (World Happiness Index),3.658,2.825342,True,People,Digital Wellbeing,x
United Republic of Tanzania (the),2021,Global Wellbeing Initiative (World Happiness Index),3.623,2.8078770000000004,True,People,Digital Wellbeing,x
Haiti,2021,Global Wellbeing Initiative (World Happiness Index),3.615,2.803885,True,People,Digital Wellbeing,x
Malawi,2021,Global Wellbeing Initiative (World Happiness Index),3.6,2.7964,True,People,Digital Wellbeing,x
Lesotho,2021,Global Wellbeing Initiative (World Happiness Index),3.512,2.752488,True,People,Digital Wellbeing,x
Botswana,2021,Global Wellbeing Initiative (World Happiness Index),3.467,2.730033,True,People,Digital Wellbeing,x
Rwanda,2021,Global Wellbeing Initiative (World Happiness Index),3.415,2.704085,True,People,Digital Wellbeing,x
Zimbabwe,2021,Global Wellbeing Initiative (World Happiness Index),3.145,2.569355,True,People,Digital Wellbeing,x
Afghanistan,2021,Global Wellbeing Initiative (World Happiness Index),2.523,2.258977,True,People,Digital Wellbeing,x
Finland,2019,Gross National Wellbeing,100.0,5.99,True,People,Digital Wellbeing,x
Switzerland,2019,Gross National Wellbeing,98.31,5.9056690000000005,True,People,Digital Wellbeing,x
Denmark,2019,Gross National Wellbeing,98.28,5.904172,True,People,Digital Wellbeing,x
Iceland,2019,Gross National Wellbeing,95.13,5.746987,True,People,Digital Wellbeing,x
Norway,2019,Gross National Wellbeing,93.35,5.658165,True,People,Digital Wellbeing,x
Netherlands (the),2019,Gross National Wellbeing,93.02,5.641698,True,People,Digital Wellbeing,x
Luxembourg,2019,Gross National Wellbeing,92.6,5.6207400000000005,True,People,Digital Wellbeing,x
Sweden,2019,Gross National Wellbeing,92.49,5.615251,True,People,Digital Wellbeing,x
Ireland,2019,Gross National Wellbeing,89.67,5.474533,True,People,Digital Wellbeing,x
Australia,2019,Gross National Wellbeing,89.26,5.454074,True,People,Digital Wellbeing,x
New Zealand,2019,Gross National Wellbeing,88.69,5.425631,True,People,Digital Wellbeing,x
Austria,2019,Gross National Wellbeing,88.5,5.41615,True,People,Digital Wellbeing,x
United Kingdom of Great Britain and Northern Ireland (the),2019,Gross National Wellbeing,87.75,5.378725,True,People,Digital Wellbeing,x
Canada,2019,Gross National Wellbeing,86.8,5.33132,True,People,Digital Wellbeing,x
Germany,2019,Gross National Wellbeing,85.36,5.259464,True,People,Digital Wellbeing,x
Czechia,2019,Gross National Wellbeing,85.33,5.257967,True,People,Digital Wellbeing,x
Costa Rica,2019,Gross National Wellbeing,84.61,5.2220390000000005,True,People,Digital Wellbeing,x
United States of America (the),2019,Gross National Wellbeing,83.55,5.169144999999999,True,People,Digital Wellbeing,x
Israel,2019,Gross National Wellbeing,83.23,5.153177,True,People,Digital Wellbeing,x
Oman,2019,Gross National Wellbeing,81.77,5.080323,True,People,Digital Wellbeing,x
Belgium,2019,Gross National Wellbeing,80.18,5.0009820000000005,True,People,Digital Wellbeing,x
Malta,2019,Gross National Wellbeing,79.41,4.962559000000001,True,People,Digital Wellbeing,x
United Arab Emirates (the),2019,Gross National Wellbeing,78.97,4.940602999999999,True,People,Digital Wellbeing,x
France,2019,Gross National Wellbeing,78.56,4.9201440000000005,True,People,Digital Wellbeing,x
Slovenia,2019,Gross National Wellbeing,78.08,4.896192000000001,True,People,Digital Wellbeing,x
Uruguay,2019,Gross National Wellbeing,76.8,4.83232,True,People,Digital Wellbeing,x
Saudi Arabia,2019,Gross National Wellbeing,76.03,4.793896999999999,True,People,Digital Wellbeing,x
Spain,2019,Gross National Wellbeing,73.99,4.692101,True,People,Digital Wellbeing,x
El Salvador,2019,Gross National Wellbeing,73.94,4.689606,True,People,Digital Wellbeing,x
Brazil,2019,Gross National Wellbeing,73.87,4.686113000000001,True,People,Digital Wellbeing,x
Italy,2019,Gross National Wellbeing,73.76,4.680624,True,People,Digital Wellbeing,x
Mexico,2019,Gross National Wellbeing,73.49,4.6671510000000005,True,People,Digital Wellbeing,x
Singapore,2019,Gross National Wellbeing,72.44,4.614756,True,People,Digital Wellbeing,x
Qatar,2019,Gross National Wellbeing,72.36,4.6107640000000005,True,People,Digital Wellbeing,x
Colombia,2019,Gross National Wellbeing,71.89,4.587311,True,People,Digital Wellbeing,x
Kazakhstan,2019,Gross National Wellbeing,70.35,4.510465,True,People,Digital Wellbeing,x
Philippines (the),2019,Gross National Wellbeing,70.26,4.505974,True,People,Digital Wellbeing,x
Guatemala,2019,Gross National Wellbeing,70.15,4.500485,True,People,Digital Wellbeing,x
Slovakia,2019,Gross National Wellbeing,69.79,4.482521,True,People,Digital Wellbeing,x
Poland,2019,Gross National Wellbeing,69.76,4.481024000000001,True,People,Digital Wellbeing,x
Serbia,2019,Gross National Wellbeing,69.75,4.480525,True,People,Digital Wellbeing,x
Mauritius,2019,Gross National Wellbeing,69.74,4.480026,True,People,Digital Wellbeing,x
Bahrain,2019,Gross National Wellbeing,69.47,4.466553,True,People,Digital Wellbeing,x
Trinidad and Tobago,2019,Gross National Wellbeing,68.77,4.431623,True,People,Digital Wellbeing,x
Cyprus,2019,Gross National Wellbeing,67.69,4.377731,True,People,Digital Wellbeing,x
Romania,2019,Gross National Wellbeing,67.56,4.371244000000001,True,People,Digital Wellbeing,x
Kuwait,2019,Gross National Wellbeing,67.09,4.347791000000001,True,People,Digital Wellbeing,x
Portugal,2019,Gross National Wellbeing,66.88,4.337312,True,People,Digital Wellbeing,x
Panama,2019,Gross National Wellbeing,66.69,4.327831,True,People,Digital Wellbeing,x
Argentina,2019,Gross National Wellbeing,66.68,4.327332,True,People,Digital Wellbeing,x
Lithuania,2019,Gross National Wellbeing,66.26,4.306374,True,People,Digital Wellbeing,x
Estonia,2019,Gross National Wellbeing,65.68,4.277432000000001,True,People,Digital Wellbeing,x
Thailand,2019,Gross National Wellbeing,65.44,4.265456,True,People,Digital Wellbeing,x
Bosnia and Herzegovina,2019,Gross National Wellbeing,65.31,4.258969,True,People,Digital Wellbeing,x
Dominican Republic (the),2019,Gross National Wellbeing,65.08,4.247492,True,People,Digital Wellbeing,x
Hungary,2019,Gross National Wellbeing,65.01,4.2439990000000005,True,People,Digital Wellbeing,x
Peru,2019,Gross National Wellbeing,64.99,4.243001,True,People,Digital Wellbeing,x
Latvia,2019,Gross National Wellbeing,64.41,4.214059,True,People,Digital Wellbeing,x
Greece,2019,Gross National Wellbeing,64.06,4.196594,True,People,Digital Wellbeing,x
Chile,2019,Gross National Wellbeing,63.87,4.187113,True,People,Digital Wellbeing,x
Honduras,2019,Gross National Wellbeing,63.63,4.175137,True,People,Digital Wellbeing,x
Japan,2019,Gross National Wellbeing,63.19,4.153181,True,People,Digital Wellbeing,x
Republic of Korea (the),2019,Gross National Wellbeing,63.09,4.148191000000001,True,People,Digital Wellbeing,x
Jamaica,2019,Gross National Wellbeing,62.83,4.135217,True,People,Digital Wellbeing,x
Belarus,2019,Gross National Wellbeing,61.49,4.068351,True,People,Digital Wellbeing,x
Ecuador,2019,Gross National Wellbeing,61.25,4.056375,True,People,Digital Wellbeing,x
Republic of Moldova (the),2019,Gross National Wellbeing,61.14,4.050886,True,People,Digital Wellbeing,x
Kyrgyzstan,2019,Gross National Wellbeing,58.81,3.934619,True,People,Digital Wellbeing,x
Bolivia (Plurinational State of),2019,Gross National Wellbeing,58.6,3.92414,True,People,Digital Wellbeing,x
Paraguay,2019,Gross National Wellbeing,58.17,3.902683,True,People,Digital Wellbeing,x
Croatia,2019,Gross National Wellbeing,57.64,3.876236,True,People,Digital Wellbeing,x
Mongolia,2019,Gross National Wellbeing,56.41,3.814859,True,People,Digital Wellbeing,x
Russian Federation (the),2019,Gross National Wellbeing,55.44,3.766456,True,People,Digital Wellbeing,x
Senegal,2019,Gross National Wellbeing,54.95,3.742005,True,People,Digital Wellbeing,x
Pakistan,2019,Gross National Wellbeing,54.61,3.725039,True,People,Digital Wellbeing,x
Viet Nam,2019,Gross National Wellbeing,54.53,3.721047,True,People,Digital Wellbeing,x
Tajikistan,2019,Gross National Wellbeing,54.46,3.717554,True,People,Digital Wellbeing,x
Nepal,2019,Gross National Wellbeing,54.16,3.702584,True,People,Digital Wellbeing,x
Malaysia,2019,Gross National Wellbeing,53.76,3.682624,True,People,Digital Wellbeing,x
Côte d'Ivoire,2019,Gross National Wellbeing,53.05,3.647195,True,People,Digital Wellbeing,x
Montenegro,2019,Gross National Wellbeing,52.93,3.641207,True,People,Digital Wellbeing,x
Indonesia,2019,Gross National Wellbeing,52.15,3.602285,True,People,Digital Wellbeing,x
Lao People's Democratic Republic (the),2019,Gross National Wellbeing,49.21,3.455579,True,People,Digital Wellbeing,x
Azerbaijan,2019,Gross National Wellbeing,48.75,3.4326250000000003,True,People,Digital Wellbeing,x
Gambia (the),2019,Gross National Wellbeing,48.56,3.423144,True,People,Digital Wellbeing,x
China,2019,Gross National Wellbeing,48.18,3.404182,True,People,Digital Wellbeing,x
Bangladesh,2019,Gross National Wellbeing,47.59,3.374741,True,People,Digital Wellbeing,x
Bulgaria,2019,Gross National Wellbeing,47.47,3.368753,True,People,Digital Wellbeing,x
Venezuela (Bolivarian Republic of),2019,Gross National Wellbeing,46.93,3.341807,True,People,Digital Wellbeing,x
Armenia,2019,Gross National Wellbeing,46.57,3.323843,True,People,Digital Wellbeing,x
Morocco,2019,Gross National Wellbeing,46.46,3.318354,True,People,Digital Wellbeing,x
South Africa,2019,Gross National Wellbeing,46.03,3.296897,True,People,Digital Wellbeing,x
North Macedonia,2019,Gross National Wellbeing,45.65,3.277935,True,People,Digital Wellbeing,x
Iran (Islamic Republic of),2019,Gross National Wellbeing,45.46,3.268454,True,People,Digital Wellbeing,x
Cambodia,2019,Gross National Wellbeing,45.31,3.260969,True,People,Digital Wellbeing,x
Albania,2019,Gross National Wellbeing,45.25,3.257975,True,People,Digital Wellbeing,x
Mali,2019,Gross National Wellbeing,45.11,3.250989,True,People,Digital Wellbeing,x
Benin,2019,Gross National Wellbeing,44.88,3.2395120000000004,True,People,Digital Wellbeing,x
Ghana,2019,Gross National Wellbeing,44.69,3.230031,True,People,Digital Wellbeing,x
Uganda,2019,Gross National Wellbeing,44.32,3.211568,True,People,Digital Wellbeing,x
Cameroon,2019,Gross National Wellbeing,44.1,3.20059,True,People,Digital Wellbeing,x
Mozambique,2019,Gross National Wellbeing,44.01,3.196099,True,People,Digital Wellbeing,x
Georgia,2019,Gross National Wellbeing,43.22,3.156678,True,People,Digital Wellbeing,x
Turkey,2019,Gross National Wellbeing,42.83,3.137217,True,People,Digital Wellbeing,x
Guinea,2019,Gross National Wellbeing,40.78,3.0349220000000003,True,People,Digital Wellbeing,x
Algeria,2019,Gross National Wellbeing,40.32,3.011968,True,People,Digital Wellbeing,x
Burkina Faso,2019,Gross National Wellbeing,40.25,3.008475,True,People,Digital Wellbeing,x
Ukraine,2019,Gross National Wellbeing,39.48,2.970052,True,People,Digital Wellbeing,x
Kenya,2019,Gross National Wellbeing,37.85,2.8887150000000004,True,People,Digital Wellbeing,x
Jordan,2019,Gross National Wellbeing,34.58,2.725542,True,People,Digital Wellbeing,x
Namibia,2019,Gross National Wellbeing,34.25,2.709075,True,People,Digital Wellbeing,x
Eswatini,2019,Gross National Wellbeing,33.47,2.670153,True,People,Digital Wellbeing,x
Nigeria,2019,Gross National Wellbeing,32.69,2.631231,True,People,Digital Wellbeing,x
Madagascar,2019,Gross National Wellbeing,32.35,2.614265,True,People,Digital Wellbeing,x
Egypt,2019,Gross National Wellbeing,32.13,2.6032870000000004,True,People,Digital Wellbeing,x
Tunisia,2019,Gross National Wellbeing,31.89,2.591311,True,People,Digital Wellbeing,x
Democratic Republic of the Congo (the),2019,Gross National Wellbeing,31.8,2.5868200000000003,True,People,Digital Wellbeing,x
Chad,2019,Gross National Wellbeing,30.61,2.527439,True,People,Digital Wellbeing,x
Sri Lanka,2019,Gross National Wellbeing,29.88,2.491012,True,People,Digital Wellbeing,x
Yemen,2019,Gross National Wellbeing,29.55,2.474545,True,People,Digital Wellbeing,x
Ethiopia,2019,Gross National Wellbeing,27.64,2.379236,True,People,Digital Wellbeing,x
Lebanon,2019,Gross National Wellbeing,26.16,2.305384,True,People,Digital Wellbeing,x
Malawi,2019,Gross National Wellbeing,23.11,2.153189,True,People,Digital Wellbeing,x
Angola,2019,Gross National Wellbeing,21.65,2.080335,True,People,Digital Wellbeing,x
Burundi,2019,Gross National Wellbeing,21.27,2.061373,True,People,Digital Wellbeing,x
United Republic of Tanzania (the),2019,Gross National Wellbeing,18.61,1.928639,True,People,Digital Wellbeing,x
Lesotho,2019,Gross National Wellbeing,16.09,1.802891,True,People,Digital Wellbeing,x
Botswana,2019,Gross National Wellbeing,15.29,1.7629709999999998,True,People,Digital Wellbeing,x
Zambia,2019,Gross National Wellbeing,12.06,1.601794,True,People,Digital Wellbeing,x
Rwanda,2019,Gross National Wellbeing,11.3,1.56387,True,People,Digital Wellbeing,x
India,2019,Gross National Wellbeing,10.92,1.544908,True,People,Digital Wellbeing,x
Zimbabwe,2019,Gross National Wellbeing,0.0,1.0,True,People,Digital Wellbeing,x
Mauritius,2020.0,Households with a computer and with Internet access,72.64247653,4.624859578847,True,People,Usage and ownership,x
Bahrain,2020.0,Households with a computer and with Internet access,99.67111548,5.973588662452,True,People,Usage and ownership,x
Egypt,2020.0,Households with a computer and with Internet access,73.01152829,4.6432752616710005,True,People,Usage and ownership,x
Kuwait,2020.0,Households with a computer and with Internet access,99.39994533,5.960057271967,True,People,Usage and ownership,x
Morocco,2020.0,Households with a computer and with Internet access,84.52001443,5.217548720057,True,People,Usage and ownership,x
