Country Name,Pillar,Indicator,higher_is_better,data_status,data_col,Year,data_availability,new_rank_score,Source Name,Source URL,raw_data_col,rank
Rwanda,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Rwanda,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Rwanda,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,1,,,5.0,,,Yes,
Rwanda,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,0,,,0.0,,,No,
Rwanda,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
Rwanda,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
Rwanda,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
Rwanda,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
Rwanda,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Rwanda,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
Rwanda,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
Rwanda,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,1,,,5.0,,,Yes,
Rwanda,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,1,,,5.0,,,A,
Rwanda,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
Rwanda,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,1,,,5.0,,,Yes,
Rwanda,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Rwanda,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,1,,,5.0,,,Yes,
Samoa,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Samoa,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Samoa,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
Samoa,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,0,,,0.0,,,No,
Samoa,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,0,,,0.0,,,No,
Samoa,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
Samoa,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
Samoa,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
Samoa,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Samoa,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
Samoa,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,0,,,0.0,,,No,
Samoa,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,0,,,0.0,,,No,
Samoa,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,1,,,5.0,,,A,
Samoa,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
Samoa,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,0,,,0.0,,,No,
Samoa,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Samoa,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,0,,,0.0,,,No,
Sao Tome and Principe,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Sao Tome and Principe,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Sao Tome and Principe,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
Sao Tome and Principe,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,1,,,5.0,,,Yes,
Sao Tome and Principe,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
Sao Tome and Principe,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
Sao Tome and Principe,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
Sao Tome and Principe,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
Sao Tome and Principe,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Sao Tome and Principe,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
Sao Tome and Principe,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
Sao Tome and Principe,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,0,,,0.0,,,No,
Sao Tome and Principe,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,0,,,0.0,,,N NHRI,
Sao Tome and Principe,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
Sao Tome and Principe,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,1,,,5.0,,,Yes,
Sao Tome and Principe,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Sao Tome and Principe,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,1,,,5.0,,,Yes,
Saudi Arabia,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Saudi Arabia,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Saudi Arabia,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
Saudi Arabia,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,1,,,5.0,,,Yes,
Saudi Arabia,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,0,,,0.0,,,No,
Saudi Arabia,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,0,,,0.0,,,No,
Saudi Arabia,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,0,,,0.0,,,No,
Saudi Arabia,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
Saudi Arabia,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Saudi Arabia,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
Saudi Arabia,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
Saudi Arabia,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,1,,,5.0,,,Yes,
Saudi Arabia,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,1,,,2.0,,,Nt accredited,
Saudi Arabia,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,0,,,0.0,,,No,
Saudi Arabia,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,0,,,0.0,,,No,
Saudi Arabia,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Saudi Arabia,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,0,,,0.0,,,No,
Senegal,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Senegal,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Senegal,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
Senegal,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,0,,,0.0,,,No,
Senegal,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
Senegal,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
Senegal,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
Senegal,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
Senegal,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Senegal,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
Senegal,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
Senegal,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,1,,,5.0,,,Yes,
Senegal,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,1,,,4.0,,,B,
Senegal,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
Senegal,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,1,,,5.0,,,Yes,
Senegal,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Senegal,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,1,,,5.0,,,Yes,
Serbia,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Serbia,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Serbia,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,1,,,5.0,,,Yes,
Serbia,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,1,,,5.0,,,Yes,
Serbia,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
Serbia,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
Serbia,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
Serbia,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
Serbia,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Serbia,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
Serbia,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
Serbia,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,1,,,5.0,,,Yes,
Serbia,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,1,,,5.0,,,A,
Serbia,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
Serbia,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,1,,,5.0,,,Yes,
Serbia,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Serbia,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,1,,,5.0,,,Yes,
Seychelles,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Seychelles,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Seychelles,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
Seychelles,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,1,,,5.0,,,Yes,
Seychelles,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
Seychelles,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
Seychelles,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
Seychelles,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
Seychelles,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Seychelles,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
Seychelles,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
Seychelles,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,0,,,0.0,,,No,
Seychelles,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,1,,,2.0,,,Nt accredited,
Seychelles,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
Seychelles,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,1,,,5.0,,,Yes,
Seychelles,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Seychelles,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,1,,,5.0,,,Yes,
Sierra Leone,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Sierra Leone,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Sierra Leone,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
Sierra Leone,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,1,,,5.0,,,Yes,
Sierra Leone,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
Sierra Leone,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
Sierra Leone,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
Sierra Leone,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
Sierra Leone,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Sierra Leone,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
Sierra Leone,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
Sierra Leone,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,0,,,0.0,,,No,
Sierra Leone,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,1,,,5.0,,,A,
Sierra Leone,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
Sierra Leone,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,1,,,5.0,,,Yes,
Sierra Leone,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Sierra Leone,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,1,,,5.0,,,Yes,
Solomon Islands,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Solomon Islands,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Solomon Islands,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
Solomon Islands,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,1,,,5.0,,,Yes,
Solomon Islands,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
Solomon Islands,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,0,,,0.0,,,No,
Solomon Islands,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
Solomon Islands,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,0,,,0.0,,,No,
Solomon Islands,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Solomon Islands,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
Solomon Islands,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
Solomon Islands,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,1,,,5.0,,,Yes,
Solomon Islands,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,0,,,0.0,,,N NHRI,
Solomon Islands,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,0,,,0.0,,,No,
Solomon Islands,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,1,,,5.0,,,Yes,
Solomon Islands,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Solomon Islands,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,0,,,0.0,,,No,
Somalia,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
Somalia,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
Somalia,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
Somalia,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,0,,,0.0,,,No,
Somalia,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
Somalia,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
Somalia,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,0,,,0.0,,,No,
Somalia,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
Somalia,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
Somalia,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,0,,,0.0,,,No,
Somalia,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,0,,,0.0,,,No,
Somalia,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,0,,,0.0,,,No,
Somalia,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,0,,,0.0,,,N NHRI,
Somalia,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
Somalia,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,1,,,5.0,,,Yes,
Somalia,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
Somalia,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,0,,,0.0,,,No,
South Africa,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
South Africa,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
South Africa,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
South Africa,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,1,,,5.0,,,Yes,
South Africa,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,1,,,5.0,,,Yes,
South Africa,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
South Africa,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
South Africa,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,1,,,5.0,,,Yes,
South Africa,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
South Africa,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
South Africa,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
South Africa,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,0,,,0.0,,,No,
South Africa,Cross-Cutting Indicators,Is there a National Human Rights Institution  or its state equivalents in federal settings operating in the country,,1,1,,,5.0,,,A,
South Africa,Cross-Cutting Indicators,Has the International Covenant on Civil and Political Rights (ICCPR) been ratified?,,1,1,,,5.0,,,Yes,
South Africa,Cross-Cutting Indicators,Has the ICESCR been ratified?,,1,1,,,5.0,,,Yes,
South Africa,Right to Privacy,"Does the constitution or specific laws, or binding legal decisions protect against arbitrary interference with privacy?",,1,1,,,5.0,,,Yes,
South Africa,Right to Privacy,Is there a law that either restricts  government surveillance by intelligence agencies (either a separate law or part of the data protection law),,1,1,,,5.0,,,Yes,
South Sudan,"Freedom of Expression, Assembly and Association",Have the ILO Conventions been ratified,,1,1,,,5.0,,,Yes,
South Sudan,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression ?",,1,1,,,5.0,,,Yes,
South Sudan,"Freedom of Expression, Assembly and Association","Does the constitution, specific laws,  binding legal decisions protect the right to freedom of expression online?",,1,0,,,0.0,,,No,
South Sudan,"Freedom of Expression, Assembly and Association",Is there an institution (central or federal equivalent) that oversees access to information requests and handles grievance?,,1,0,,,0.0,,,No,
South Sudan,Right to Equality and Non-Discrimination,Is the country a state party to the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD?,,1,0,,,0.0,,,No,
South Sudan,Right to Equality and Non-Discrimination,Has the Convention on the Rights of Persons with Disabilities been ratified?,,1,1,,,5.0,,,Yes,
South Sudan,Right to Equality and Non-Discrimination,Has the Convention on the Elimination of All Forms of Discrimination Against Women been ratified?,,1,1,,,5.0,,,Yes,
South Sudan,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protect persons with disabilities against discrimination?,,1,0,,,0.0,,,No,
South Sudan,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects women against discrimination?,,1,1,,,5.0,,,Yes,
South Sudan,Right to Equality and Non-Discrimination,Are there domestic provisions (in legislation or the constitution) that protects minorities or vulnerable groups against discrimination?,,1,1,,,5.0,,,Yes,
South Sudan,Right to Equality and Non-Discrimination,Is there a law that protects  against hate speech ?,,1,1,,,5.0,,,Yes,
South Sudan,Right to Equality and Non-Discrimination,Is there a law or policy that protects against hate speech or discrimination online?,,1,1,,,5.0,,,Yes,
